year,team,date_game,game_location,opp_name,goals,opp_goals,game_outcome,overtimes,shots,pen_min,goals_pp,chances_pp,goals_sh,shots_against,pen_min_opp,goals_against_pp,opp_chances_pp,goals_against_sh,corsi_for,corsi_against,corsi_pct,fenwick_for,fenwick_against,fenwick_pct,faceoff_wins,faceoff_losses,faceoff_percentage,zs_offense_pct,pdo
1983,WSH,1982-10-23,H,Minnesota North Stars,1,3,L,,35,10,1,,0,29,18,1,,0,,,,,,,,,,,
1985,WSH,1984-10-25,A,Calgary Flames,3,5,L,,32,12,1,,0,45,10,3,,0,,,,,,,,,,,
1985,WSH,1984-10-28,A,Vancouver Canucks,5,2,W,,36,13,1,,0,19,9,0,,0,,,,,,,,,,,
1980,WSH,1979-10-30,H,Montreal Canadiens,2,2,T,,26,6,0,,0,29,6,0,,0,,,,,,,,,,,
1977,WSH,1976-11-09,H,Vancouver Canucks,4,2,W,,22,24,1,,0,36,61,0,,0,,,,,,,,,,,
1977,WSH,1976-11-10,A,New York Rangers,7,5,W,,40,6,0,,1,29,2,1,,0,,,,,,,,,,,
1975,WSH,1974-11-17,H,Pittsburgh Penguins,0,6,L,,26,6,0,,0,21,10,0,,0,,,,,,,,,,,
1975,WSH,1974-11-19,H,California Golden Seals,6,4,W,,27,12,1,,0,25,12,0,,1,,,,,,,,,,,
1979,WSH,1978-11-05,H,Detroit Red Wings,3,3,T,,36,24,1,,0,23,26,1,,0,,,,,,,,,,,
1979,WSH,1978-11-08,H,Montreal Canadiens,0,6,L,,20,7,0,,0,29,5,0,,0,,,,,,,,,,,
1976,WSH,1975-11-09,H,St. Louis Blues,3,5,L,,26,23,0,,0,31,41,3,,0,,,,,,,,,,,
1976,WSH,1975-11-12,H,Pittsburgh Penguins,6,6,T,,25,10,1,,0,37,10,0,,0,,,,,,,,,,,
1989,WSH,1988-10-07,H,Pittsburgh Penguins,4,6,L,,35,40,0,,0,22,40,1,,0,,,,,,,,,,,
1986,WSH,1985-10-16,A,Toronto Maple Leafs,6,5,W,OT,38,19,1,,0,22,43,1,,0,,,,,,,,,,,
1986,WSH,1985-10-18,A,Buffalo Sabres,4,1,W,,29,15,1,,1,24,27,0,,0,,,,,,,,,,,
1987,WSH,1986-10-16,A,New York Islanders,4,7,L,,28,10,1,,0,32,12,1,,1,,,,,,,,,,,
1987,WSH,1986-10-18,H,Buffalo Sabres,2,4,L,,31,38,1,,0,33,44,0,,0,,,,,,,,,,,
1988,WSH,1987-10-10,H,Chicago Blackhawks,6,4,W,,33,23,2,,1,29,21,1,,0,,,,,,,,,,,
1988,WSH,1987-10-11,A,Buffalo Sabres,5,6,L,,27,34,2,,0,35,54,2,,0,,,,,,,,,,,
1988,WSH,1987-10-16,H,Hartford Whalers,6,2,W,,36,39,3,,1,19,76,1,,0,,,,,,,,,,,
1984,WSH,1983-10-14,H,Pittsburgh Penguins,0,4,L,,29,19,0,,0,19,28,1,,0,,,,,,,,,,,
1984,WSH,1983-10-16,H,Quebec Nordiques,2,4,L,,36,10,2,,0,22,20,0,,0,,,,,,,,,,,
1982,WSH,1981-10-24,A,New York Islanders,4,6,L,,36,6,1,,0,25,8,1,,0,,,,,,,,,,,
1982,WSH,1981-10-28,A,Vancouver Canucks,0,3,L,,34,19,0,,0,25,19,1,,0,,,,,,,,,,,
1978,WSH,1977-11-13,H,New York Islanders,0,6,L,,26,11,0,,0,34,17,1,,0,,,,,,,,,,,
1978,WSH,1977-11-15,A,St. Louis Blues,2,2,T,,32,24,0,,0,31,18,1,,0,,,,,,,,,,,
1981,WSH,1980-10-30,A,Colorado Rockies,5,5,T,,26,23,2,,0,38,17,2,,0,,,,,,,,,,,
1983,WSH,1982-10-27,A,Pittsburgh Penguins,5,7,L,,39,18,4,,0,31,22,4,,0,,,,,,,,,,,
1983,WSH,1982-10-30,A,St. Louis Blues,6,5,W,,29,12,1,,0,36,12,0,,0,,,,,,,,,,,
1985,WSH,1984-10-31,H,Calgary Flames,4,3,W,OT,35,4,2,,0,26,8,0,,0,,,,,,,,,,,
1985,WSH,1984-11-03,H,New Jersey Devils,6,4,W,,43,12,1,,0,26,8,3,,0,,,,,,,,,,,
1980,WSH,1979-11-02,A,Winnipeg Jets,1,1,T,,23,16,0,,0,31,18,0,,0,,,,,,,,,,,
1977,WSH,1976-11-12,H,Chicago Black Hawks,4,5,L,,29,10,0,,1,27,10,2,,2,,,,,,,,,,,
1975,WSH,1974-11-20,A,Buffalo Sabres,3,7,L,,14,16,0,,0,50,4,3,,0,,,,,,,,,,,
1975,WSH,1974-11-20,A,Buffalo Sabres,3,7,L,,14,16,0,,0,50,4,3,,0,,,,,,,,,,,
1979,WSH,1978-11-09,A,Boston Bruins,2,6,L,,29,26,1,,0,39,17,2,,0,,,,,,,,,,,
1979,WSH,1978-11-11,H,Buffalo Sabres,0,2,L,,25,6,0,,0,23,8,1,,1,,,,,,,,,,,
1976,WSH,1975-11-14,H,Atlanta Flames,1,4,L,,22,10,0,,0,38,6,0,,0,,,,,,,,,,,
1976,WSH,1975-11-15,A,St. Louis Blues,2,9,L,,22,6,1,,0,47,8,1,,0,,,,,,,,,,,
1989,WSH,1988-10-08,H,Buffalo Sabres,6,2,W,,30,14,2,,1,22,31,0,,0,,,,,,,,,,,
1989,WSH,1988-10-11,A,Pittsburgh Penguins,7,8,L,,39,29,4,,0,26,52,2,,2,,,,,,,,,,,
1986,WSH,1985-10-19,H,Buffalo Sabres,2,2,T,OT,20,23,2,,0,17,21,0,,0,,,,,,,,,,,
1986,WSH,1985-10-23,A,Calgary Flames,2,4,L,,29,10,1,,0,32,10,1,,0,,,,,,,,,,,
1990,WSH,1989-10-06,H,Philadelphia Flyers,5,3,W,,44,18,3,,0,24,36,0,,1,,,,,,,,,,,
1987,WSH,1986-10-20,A,Montreal Canadiens,5,4,W,,30,11,0,,0,25,4,1,,0,,,,,,,,,,,
1987,WSH,1986-10-21,A,Quebec Nordiques,4,4,T,OT,27,6,0,,0,31,4,1,,0,,,,,,,,,,,
1988,WSH,1987-10-17,H,New York Rangers,4,3,W,,31,16,1,,0,29,12,2,,0,,,,,,,,,,,
1988,WSH,1987-10-19,A,New York Rangers,4,2,W,,28,12,0,,0,22,8,1,,1,,,,,,,,,,,
1984,WSH,1983-10-19,A,Hartford Whalers,0,3,L,,22,6,0,,0,25,12,1,,0,,,,,,,,,,,
1984,WSH,1983-10-22,H,Philadelphia Flyers,4,1,W,,33,22,2,,1,23,16,0,,0,,,,,,,,,,,
1982,WSH,1981-10-29,A,Los Angeles Kings,3,4,L,,20,20,1,,0,35,12,1,,0,,,,,,,,,,,
1982,WSH,1981-10-31,A,Colorado Rockies,4,6,L,,27,22,3,,0,34,22,1,,0,,,,,,,,,,,
1982,WSH,1981-11-04,H,Minnesota North Stars,1,6,L,,28,18,0,,0,33,22,1,,1,,,,,,,,,,,
1978,WSH,1977-11-16,A,Toronto Maple Leafs,2,5,L,,25,19,0,,1,42,17,1,,0,,,,,,,,,,,
1978,WSH,1977-11-19,H,Buffalo Sabres,6,7,L,,22,4,0,,0,33,13,1,,0,,,,,,,,,,,
1981,WSH,1980-11-01,A,Edmonton Oilers,2,2,T,,27,21,1,,0,36,15,0,,0,,,,,,,,,,,
1981,WSH,1980-11-02,A,Winnipeg Jets,4,4,T,,35,8,0,,0,28,12,0,,0,,,,,,,,,,,
1983,WSH,1982-11-03,A,Chicago Black Hawks,3,3,T,,31,15,1,,0,30,17,2,,0,,,,,,,,,,,
1983,WSH,1982-11-05,H,St. Louis Blues,3,4,L,,36,22,0,,0,29,27,1,,0,,,,,,,,,,,
1985,WSH,1984-11-07,A,New York Rangers,3,4,L,,36,7,0,,0,25,9,1,,0,,,,,,,,,,,
1985,WSH,1984-11-09,H,Edmonton Oilers,5,8,L,,47,6,2,,0,34,12,0,,1,,,,,,,,,,,
1980,WSH,1979-11-03,A,Minnesota North Stars,1,7,L,,37,26,0,,0,36,36,0,,0,,,,,,,,,,,
1980,WSH,1979-11-05,A,Montreal Canadiens,0,2,L,,32,8,0,,0,25,6,0,,0,,,,,,,,,,,
1977,WSH,1976-11-14,H,Cleveland Barons,2,3,L,,32,8,0,,0,33,6,0,,0,,,,,,,,,,,
1977,WSH,1976-11-18,A,Boston Bruins,2,3,L,,18,7,0,,0,29,5,0,,0,,,,,,,,,,,
1975,WSH,1974-11-24,H,Minnesota North Stars,4,4,T,,36,6,2,,0,27,24,0,,0,,,,,,,,,,,
1975,WSH,1974-11-27,A,Minnesota North Stars,4,6,L,,30,20,2,,0,34,16,1,,0,,,,,,,,,,,
1979,WSH,1978-11-14,H,Atlanta Flames,8,7,W,,24,35,1,,0,32,35,3,,0,,,,,,,,,,,
1979,WSH,1978-11-15,A,Minnesota North Stars,3,2,W,,24,4,0,,0,38,2,0,,0,,,,,,,,,,,
1976,WSH,1975-11-18,A,Toronto Maple Leafs,2,4,L,,28,16,0,,0,37,20,1,,0,,,,,,,,,,,
1991,WSH,1990-10-05,H,Pittsburgh Penguins,4,7,L,,24,20,3,,0,29,18,2,,0,,,,,,,,,,,
1989,WSH,1988-10-14,H,Toronto Maple Leafs,1,3,L,,36,10,0,,0,25,14,0,,0,,,,,,,,,,,
1986,WSH,1985-10-25,A,Winnipeg Jets,7,7,T,OT,31,12,1,,1,30,10,1,,0,,,,,,,,,,,
1990,WSH,1989-10-07,H,Chicago Blackhawks,2,3,L,,28,17,1,,0,29,17,0,,0,,,,,,,,,,,
1990,WSH,1989-10-11,A,Hartford Whalers,1,4,L,,25,19,0,,0,23,32,1,,0,,,,,,,,,,,
1987,WSH,1986-10-24,H,Minnesota North Stars,8,2,W,,32,14,2,,0,37,14,1,,0,,,,,,,,,,,
1987,WSH,1986-10-25,H,New Jersey Devils,2,1,W,,20,13,0,,0,31,13,1,,0,,,,,,,,,,,
