year,team,date_game,game_location,opp_name,goals,opp_goals,game_outcome,overtimes,shots,pen_min,goals_pp,chances_pp,goals_sh,shots_against,pen_min_opp,goals_against_pp,opp_chances_pp,goals_against_sh,corsi_for,corsi_against,corsi_pct,fenwick_for,fenwick_against,fenwick_pct,faceoff_wins,faceoff_losses,faceoff_percentage,zs_offense_pct,pdo
1998,CHI,1997-10-17,H,St. Louis Blues,0,2,L,,28,15,0,,0,24,23,0,,0,,,,,,,,,,,
1991,CHI,1990-10-20,A,Toronto Maple Leafs,2,6,L,,41,63,1,,0,30,32,2,,0,,,,,,,,,,,
1991,CHI,1990-10-21,H,Minnesota North Stars,7,1,W,,32,53,4,,1,25,47,0,,0,,,,,,,,,,,
1992,CHI,1991-10-19,A,St. Louis Blues,4,4,T,OT,34,12,0,,0,23,27,0,,0,,,,,,,,,,,
1992,CHI,1991-10-20,H,St. Louis Blues,1,4,L,,44,26,0,,0,20,26,1,,1,,,,,,,,,,,
1994,CHI,1993-10-21,H,Quebec Nordiques,3,2,W,,24,13,1,,0,29,20,1,,0,,,,,,,,,,,
1994,CHI,1993-10-23,H,Detroit Red Wings,4,2,W,,25,41,0,,1,31,31,1,,0,,,,,,,,,,,
1989,CHI,1988-10-30,A,Edmonton Oilers,5,2,W,,28,15,1,,2,34,15,0,,1,,,,,,,,,,,
1989,CHI,1988-10-31,A,Calgary Flames,3,6,L,,26,10,2,,0,42,16,1,,0,,,,,,,,,,,
1987,CHI,1986-11-09,H,St. Louis Blues,4,4,T,OT,35,33,0,,0,36,33,0,,0,,,,,,,,,,,
1987,CHI,1986-11-12,H,Washington Capitals,2,2,T,OT,34,66,0,,0,42,22,1,,0,,,,,,,,,,,
1993,CHI,1992-10-29,H,Philadelphia Flyers,5,5,T,OT,47,6,1,,0,27,14,0,,0,,,,,,,,,,,
1993,CHI,1992-10-31,A,Boston Bruins,3,2,W,,22,29,1,,0,47,21,1,,0,,,,,,,,,,,
1996,CHI,1995-10-19,H,Tampa Bay Lightning,1,4,L,,25,14,1,,0,24,14,1,,0,,,,,,,,,,,
1997,CHI,1996-10-05,A,Washington Capitals,5,2,W,,27,28,1,,0,23,24,0,,0,,,,,,,,,,,
2004,CHI,2003-10-08,H,Minnesota Wild,1,0,W,,22,14,0,,0,33,6,,,,,,,,,,,,,,
1988,CHI,1987-11-20,A,New Jersey Devils,2,5,L,,25,36,2,,0,38,10,1,,0,,,,,,,,,,,
2003,CHI,2002-10-10,A,Columbus Blue Jackets,1,2,L,,32,19,1,,0,33,23,1,,0,,,,,,,,,,,
2008,CHI,2007-10-04,A,Minnesota Wild,0,1,L,,27,17,0,,0,24,17,0,,0,,,,,,,,,,,
2002,CHI,2001-10-06,A,Calgary Flames,0,4,L,,23,11,0,,0,25,13,1,,0,,,,,,,,,,,
