year,team,date_game,game_location,opp_name,goals,opp_goals,game_outcome,overtimes,shots,pen_min,goals_pp,chances_pp,goals_sh,shots_against,pen_min_opp,goals_against_pp,opp_chances_pp,goals_against_sh,corsi_for,corsi_against,corsi_pct,fenwick_for,fenwick_against,fenwick_pct,faceoff_wins,faceoff_losses,faceoff_percentage,zs_offense_pct,pdo
1928,NYR,1927-12-27,A,Boston Bruins,0,2,L,,0,12,0,,0,0,12,0,,0,,,,,,,,,,,
1928,NYR,1927-12-29,H,New York Americans,3,3,T,OT,0,10,0,,0,0,16,0,,0,,,,,,,,,,,
1932,NYR,1931-12-03,A,Detroit Falcons,1,1,T,OT,0,8,0,,0,0,4,0,,0,,,,,,,,,,,
1932,NYR,1931-12-08,H,Toronto Maple Leafs,2,4,L,,0,12,0,,0,0,29,0,,0,,,,,,,,,,,
1931,NYR,1930-12-06,A,Toronto Maple Leafs,2,4,L,,0,14,0,,0,0,12,0,,0,,,,,,,,,,,
1931,NYR,1930-12-09,H,Ottawa Senators,3,2,W,,0,4,0,,0,0,6,0,,0,,,,,,,,,,,
1929,NYR,1928-12-20,H,Ottawa Senators,1,0,W,,0,4,0,,0,0,2,0,,0,,,,,,,,,,,
1929,NYR,1928-12-25,H,New York Americans,0,1,L,,0,12,0,,0,0,12,0,,0,,,,,,,,,,,
1927,NYR,1927-01-13,H,Toronto Maple Leafs,1,1,T,OT,0,4,0,,0,0,12,0,,0,,,,,,,,,,,
1927,NYR,1927-01-16,H,Chicago Black Hawks,5,4,W,,0,22,0,,0,0,12,0,,0,,,,,,,,,,,
1930,NYR,1929-12-17,H,New York Americans,6,2,W,,0,10,0,,0,0,6,0,,0,,,,,,,,,,,
1930,NYR,1929-12-19,A,Montreal Canadiens,2,7,L,,0,10,0,,0,0,10,0,,0,,,,,,,,,,,
1928,NYR,1927-12-31,A,Montreal Canadiens,0,1,L,,0,6,0,,0,0,6,0,,0,,,,,,,,,,,
1928,NYR,1928-01-03,H,Detroit Cougars,2,4,L,,0,8,0,,0,0,18,0,,0,,,,,,,,,,,
1932,NYR,1931-12-10,A,Montreal Maroons,3,2,W,,0,8,0,,0,0,4,0,,0,,,,,,,,,,,
1932,NYR,1931-12-13,A,New York Americans,2,1,W,,0,13,0,,0,0,6,0,,0,,,,,,,,,,,
1931,NYR,1930-12-14,H,Detroit Falcons,3,0,W,,0,12,0,,0,0,4,0,,0,,,,,,,,,,,
1931,NYR,1930-12-18,H,Boston Bruins,2,4,L,,0,6,0,,0,0,6,0,,0,,,,,,,,,,,
1934,NYR,1933-11-11,A,Toronto Maple Leafs,3,4,L,,0,16,3,,0,0,18,2,,0,,,,,,,,,,,
1933,NYR,1932-11-10,A,Montreal Maroons,4,2,W,,0,12,0,,0,0,4,0,,0,,,,,,,,,,,
1929,NYR,1928-12-30,H,Boston Bruins,2,0,W,,0,11,0,,0,0,15,0,,0,,,,,,,,,,,
1929,NYR,1929-01-01,A,Toronto Maple Leafs,3,2,W,,0,4,0,,0,0,0,0,,0,,,,,,,,,,,
1927,NYR,1927-01-16,H,Chicago Black Hawks,5,4,W,,0,22,0,,0,0,12,0,,0,,,,,,,,,,,
1927,NYR,1927-01-18,A,Boston Bruins,3,7,L,,0,8,0,,0,0,10,0,,0,,,,,,,,,,,
1927,NYR,1927-01-20,H,Boston Bruins,2,2,T,OT,0,14,0,,0,0,10,0,,0,,,,,,,,,,,
1930,NYR,1929-12-22,H,Chicago Black Hawks,3,1,W,,0,18,0,,0,0,16,0,,0,,,,,,,,,,,
1930,NYR,1929-12-26,H,Boston Bruins,2,4,L,,0,16,0,,0,0,14,0,,0,,,,,,,,,,,
1928,NYR,1928-01-08,H,Chicago Black Hawks,5,0,W,,0,6,0,,0,0,6,0,,0,,,,,,,,,,,
1928,NYR,1928-01-08,H,Chicago Black Hawks,5,0,W,,0,6,0,,0,0,6,0,,0,,,,,,,,,,,
1928,NYR,1928-01-12,H,Boston Bruins,2,2,T,OT,0,8,0,,0,0,12,0,,0,,,,,,,,,,,
1932,NYR,1931-12-15,A,Boston Bruins,2,2,T,OT,0,6,0,,0,0,4,0,,0,,,,,,,,,,,
1932,NYR,1931-12-17,H,Montreal Maroons,5,4,W,OT,0,11,0,,0,0,8,0,,0,,,,,,,,,,,
1931,NYR,1930-12-20,A,Boston Bruins,2,2,T,OT,0,12,0,,0,0,8,0,,0,,,,,,,,,,,
1931,NYR,1930-12-23,H,Montreal Canadiens,5,1,W,,0,12,0,,0,0,15,0,,0,,,,,,,,,,,
1934,NYR,1933-11-12,A,Chicago Black Hawks,0,1,L,,0,14,0,,0,0,12,0,,0,,,,,,,,,,,
1934,NYR,1933-11-16,H,Detroit Red Wings,2,1,W,,0,19,0,,0,0,18,0,,0,,,,,,,,,,,
1933,NYR,1932-11-12,A,Toronto Maple Leafs,2,4,L,,0,36,0,,0,0,16,1,,0,,,,,,,,,,,
1933,NYR,1932-11-20,H,Toronto Maple Leafs,7,0,W,,0,12,0,,0,0,16,0,,0,,,,,,,,,,,
1929,NYR,1929-01-03,H,Pittsburgh Pirates,2,2,T,OT,0,8,0,,0,0,6,0,,0,,,,,,,,,,,
1929,NYR,1929-01-06,A,New York Americans,0,0,T,OT,0,10,0,,0,0,6,0,,0,,,,,,,,,,,
1927,NYR,1927-01-23,H,New York Americans,2,0,W,,0,8,0,,0,0,6,0,,0,,,,,,,,,,,
1927,NYR,1927-01-27,A,Montreal Canadiens,3,2,W,,0,12,0,,0,0,4,0,,0,,,,,,,,,,,
1930,NYR,1929-12-28,A,Ottawa Senators,3,1,W,,0,6,0,,0,0,6,0,,0,,,,,,,,,,,
1930,NYR,1929-12-31,H,Ottawa Senators,1,1,T,OT,0,6,0,,0,0,8,0,,0,,,,,,,,,,,
1928,NYR,1928-01-14,A,Toronto Maple Leafs,1,6,L,,0,2,0,,0,0,8,0,,0,,,,,,,,,,,
1928,NYR,1928-01-15,A,Detroit Cougars,2,1,W,,0,2,0,,0,0,0,0,,0,,,,,,,,,,,
1932,NYR,1931-12-19,A,Montreal Canadiens,2,2,T,OT,0,8,0,,0,0,8,0,,0,,,,,,,,,,,
1932,NYR,1931-12-22,H,Montreal Canadiens,6,2,W,,0,16,0,,0,0,8,0,,0,,,,,,,,,,,
1931,NYR,1930-12-25,A,Ottawa Senators,4,1,W,,0,14,0,,0,0,10,0,,0,,,,,,,,,,,
1931,NYR,1930-12-28,H,Philadelphia Quakers,4,2,W,,0,16,0,,0,0,10,0,,0,,,,,,,,,,,
1934,NYR,1933-11-19,A,Detroit Red Wings,1,4,L,,0,16,1,,0,0,12,1,,1,,,,,,,,,,,
1934,NYR,1933-11-21,H,Toronto Maple Leafs,1,1,T,OT,0,12,1,,0,0,24,0,,0,,,,,,,,,,,
1933,NYR,1932-11-24,H,Chicago Black Hawks,1,1,T,OT,0,16,0,,0,0,16,1,,0,,,,,,,,,,,
1933,NYR,1932-11-29,A,Boston Bruins,6,4,W,,0,27,0,,0,0,19,0,,0,,,,,,,,,,,
1929,NYR,1929-01-10,A,Ottawa Senators,9,3,W,,0,6,0,,0,0,4,0,,0,,,,,,,,,,,
1929,NYR,1929-01-10,A,Ottawa Senators,9,3,W,,0,6,0,,0,0,4,0,,0,,,,,,,,,,,
1929,NYR,1929-01-13,H,Detroit Cougars,1,0,W,,0,6,0,,0,0,4,0,,0,,,,,,,,,,,
1927,NYR,1927-01-29,A,Detroit Cougars,2,0,W,,0,6,0,,0,0,4,0,,0,,,,,,,,,,,
1927,NYR,1927-02-01,H,Montreal Canadiens,0,1,L,OT,0,10,0,,0,0,6,0,,0,,,,,,,,,,,
1930,NYR,1930-01-02,A,New York Americans,1,7,L,,0,0,0,,0,0,10,0,,0,,,,,,,,,,,
1930,NYR,1930-01-05,H,Pittsburgh Pirates,8,3,W,,0,2,0,,0,0,4,0,,0,,,,,,,,,,,
1928,NYR,1928-01-17,H,Toronto Maple Leafs,1,2,L,,0,16,0,,0,0,18,0,,0,,,,,,,,,,,
1928,NYR,1928-01-22,H,Pittsburgh Pirates,4,1,W,,0,21,0,,0,0,19,0,,0,,,,,,,,,,,
1932,NYR,1931-12-25,H,New York Americans,6,0,W,,0,16,0,,0,0,6,0,,0,,,,,,,,,,,
1932,NYR,1931-12-27,H,Chicago Black Hawks,3,1,W,,0,6,0,,0,0,8,0,,0,,,,,,,,,,,
1931,NYR,1930-12-30,A,New York Americans,2,2,T,OT,0,18,0,,0,0,18,0,,1,,,,,,,,,,,
1931,NYR,1931-01-01,H,Boston Bruins,3,4,L,OT,0,16,0,,0,0,20,0,,0,,,,,,,,,,,
1934,NYR,1933-11-25,A,Montreal Maroons,0,1,L,,0,6,0,,0,0,2,0,,0,,,,,,,,,,,
1934,NYR,1933-12-02,A,Boston Bruins,3,0,W,,0,6,0,,0,0,7,0,,0,,,,,,,,,,,
1933,NYR,1932-12-01,A,Detroit Red Wings,4,2,W,,0,14,0,,0,0,6,0,,0,,,,,,,,,,,
1933,NYR,1932-12-04,A,Chicago Black Hawks,3,4,L,,0,14,0,,0,0,8,0,,0,,,,,,,,,,,
1929,NYR,1929-01-15,A,Boston Bruins,1,4,L,,0,8,0,,0,0,12,0,,0,,,,,,,,,,,
1929,NYR,1929-01-17,H,Chicago Black Hawks,1,0,W,,0,4,0,,0,0,2,0,,0,,,,,,,,,,,
1927,NYR,1927-02-06,H,Pittsburgh Pirates,2,1,W,,0,14,0,,0,0,12,0,,0,,,,,,,,,,,
1927,NYR,1927-02-10,A,Toronto Maple Leafs,3,2,W,,0,8,0,,0,0,8,0,,0,,,,,,,,,,,
1930,NYR,1930-01-07,A,Boston Bruins,0,3,L,,0,10,0,,0,0,4,0,,0,,,,,,,,,,,
1930,NYR,1930-01-07,A,Boston Bruins,0,3,L,,0,10,0,,0,0,4,0,,0,,,,,,,,,,,
1930,NYR,1930-01-09,H,Montreal Maroons,4,5,L,,0,12,0,,0,0,13,0,,0,,,,,,,,,,,
1928,NYR,1928-01-26,H,Detroit Cougars,3,0,W,,0,6,0,,0,0,6,0,,0,,,,,,,,,,,
1928,NYR,1928-01-29,A,New York Americans,7,0,W,,0,20,0,,0,0,26,0,,0,,,,,,,,,,,
1932,NYR,1932-01-01,H,Detroit Falcons,3,0,W,,0,6,0,,0,0,4,0,,0,,,,,,,,,,,
1932,NYR,1932-01-03,A,Chicago Black Hawks,1,1,T,OT,0,10,0,,0,0,2,0,,0,,,,,,,,,,,
1931,NYR,1931-01-06,H,Montreal Maroons,5,1,W,,0,16,0,,0,0,13,0,,0,,,,,,,,,,,
1931,NYR,1931-01-06,H,Montreal Maroons,5,1,W,,0,16,0,,0,0,13,0,,0,,,,,,,,,,,
1931,NYR,1931-01-08,A,Detroit Falcons,1,0,W,,0,10,0,,0,0,6,0,,0,,,,,,,,,,,
1934,NYR,1933-12-03,H,Chicago Black Hawks,1,0,W,OT,0,12,0,,0,0,4,0,,0,,,,,,,,,,,
1934,NYR,1933-12-07,H,Montreal Canadiens,0,0,T,OT,0,4,0,,0,0,4,0,,0,,,,,,,,,,,
1933,NYR,1932-12-06,H,Montreal Canadiens,5,3,W,,0,4,0,,0,0,2,1,,0,,,,,,,,,,,
1933,NYR,1932-12-08,H,New York Americans,3,1,W,,0,10,0,,0,0,6,0,,0,,,,,,,,,,,
1929,NYR,1929-01-19,A,Montreal Canadiens,0,0,T,OT,0,2,0,,0,0,0,0,,0,,,,,,,,,,,
