year,team,date_game,game_location,opp_name,goals,opp_goals,game_outcome,overtimes,shots,pen_min,goals_pp,chances_pp,goals_sh,shots_against,pen_min_opp,goals_against_pp,opp_chances_pp,goals_against_sh,corsi_for,corsi_against,corsi_pct,fenwick_for,fenwick_against,fenwick_pct,faceoff_wins,faceoff_losses,faceoff_percentage,zs_offense_pct,pdo
1928,TOR,1928-01-02,A,Chicago Black Hawks,4,1,W,,0,12,0,,0,0,4,0,,0,,,,,,,,,,,
1933,TOR,1932-11-20,A,New York Rangers,0,7,L,,0,16,0,,0,0,12,2,,0,,,,,,,,,,,
1933,TOR,1932-11-24,H,Montreal Canadiens,2,0,W,,0,12,0,,0,0,10,0,,0,,,,,,,,,,,
1930,TOR,1929-12-03,H,New York Americans,6,0,W,,0,13,0,,0,0,8,0,,0,,,,,,,,,,,
1930,TOR,1929-12-05,A,Ottawa Senators,2,9,L,,0,23,0,,0,0,21,0,,0,,,,,,,,,,,
1935,TOR,1934-11-08,H,Boston Bruins,5,3,W,,0,8,2,,0,0,11,1,,0,,,,,,,,,,,
1932,TOR,1931-11-21,H,New York Rangers,3,5,L,,0,4,0,,0,0,8,0,,0,,,,,,,,,,,
1932,TOR,1931-11-26,A,Montreal Canadiens,2,3,L,,0,16,0,,0,0,19,0,,0,,,,,,,,,,,
1931,TOR,1930-12-02,A,Boston Bruins,2,3,L,,0,14,0,,0,0,12,0,,0,,,,,,,,,,,
1931,TOR,1930-12-06,H,New York Rangers,4,2,W,,0,12,0,,0,0,14,0,,0,,,,,,,,,,,
1934,TOR,1933-11-11,H,New York Rangers,4,3,W,,0,18,2,,0,0,16,3,,0,,,,,,,,,,,
1934,TOR,1933-11-18,H,Ottawa Senators,4,1,W,,0,30,0,,0,0,12,0,,0,,,,,,,,,,,
1929,TOR,1928-12-22,H,Pittsburgh Pirates,2,3,L,,0,10,0,,0,0,8,0,,0,,,,,,,,,,,
1929,TOR,1928-12-25,H,Montreal Maroons,4,1,W,,0,18,0,,0,0,28,0,,0,,,,,,,,,,,
1927,TOR,1927-01-08,H,New York Americans,3,1,W,,0,18,0,,0,0,20,0,,0,,,,,,,,,,,
1927,TOR,1927-01-11,A,Ottawa Senators,1,4,L,,0,8,0,,0,0,10,0,,0,,,,,,,,,,,
1928,TOR,1928-01-05,A,Montreal Maroons,1,2,L,,0,14,0,,0,0,6,0,,0,,,,,,,,,,,
1928,TOR,1928-01-07,H,Montreal Canadiens,1,9,L,,0,13,0,,0,0,8,0,,0,,,,,,,,,,,
1933,TOR,1932-11-26,H,Montreal Maroons,3,2,W,,0,18,0,,0,0,14,0,,0,,,,,,,,,,,
1933,TOR,1932-11-27,A,Detroit Red Wings,2,1,W,,0,16,0,,0,0,10,1,,0,,,,,,,,,,,
1930,TOR,1929-12-07,H,Montreal Canadiens,0,1,L,,0,24,0,,0,0,24,0,,0,,,,,,,,,,,
1930,TOR,1929-12-10,A,New York Americans,0,1,L,,0,4,0,,0,0,8,0,,0,,,,,,,,,,,
1935,TOR,1934-11-10,H,Montreal Canadiens,2,1,W,OT,0,12,0,,0,0,6,0,,0,,,,,,,,,,,
1932,TOR,1931-11-28,H,Boston Bruins,6,5,W,OT,0,8,0,,0,0,10,0,,0,,,,,,,,,,,
1932,TOR,1931-12-01,H,New York Americans,2,2,T,OT,0,8,0,,0,0,14,0,,0,,,,,,,,,,,
1936,TOR,1935-11-09,H,New York Americans,5,5,T,OT,0,4,2,,0,0,8,1,,0,,,,,,,,,,,
1931,TOR,1930-12-09,A,Montreal Canadiens,1,2,L,,0,14,0,,0,0,14,1,,0,,,,,,,,,,,
1931,TOR,1930-12-13,H,Boston Bruins,3,7,L,,0,2,0,,0,0,2,0,,0,,,,,,,,,,,
1934,TOR,1933-11-21,A,New York Rangers,1,1,T,OT,0,24,0,,0,0,12,1,,0,,,,,,,,,,,
1934,TOR,1933-11-25,H,Montreal Canadiens,0,1,L,,0,11,0,,0,0,11,0,,0,,,,,,,,,,,
1929,TOR,1928-12-27,A,Pittsburgh Pirates,2,0,W,,0,4,0,,0,0,0,0,,0,,,,,,,,,,,
1929,TOR,1928-12-29,H,Detroit Cougars,4,3,W,,0,2,0,,0,0,8,0,,0,,,,,,,,,,,
1927,TOR,1927-01-13,A,New York Rangers,1,1,T,OT,0,12,0,,0,0,4,0,,0,,,,,,,,,,,
1927,TOR,1927-01-15,H,Detroit Cougars,1,1,T,OT,0,10,0,,0,0,14,0,,0,,,,,,,,,,,
1928,TOR,1928-01-10,A,New York Americans,1,2,L,,0,6,0,,0,0,14,0,,0,,,,,,,,,,,
1928,TOR,1928-01-12,A,Detroit Cougars,2,1,W,,0,13,0,,0,0,10,0,,0,,,,,,,,,,,
1933,TOR,1932-12-03,H,Ottawa Senators,4,1,W,,0,10,0,,0,0,10,1,,0,,,,,,,,,,,
1933,TOR,1932-12-08,A,Montreal Maroons,0,1,L,,0,8,0,,0,0,10,0,,0,,,,,,,,,,,
1930,TOR,1929-12-14,H,New York Rangers,7,6,W,OT,0,12,0,,0,0,12,0,,0,,,,,,,,,,,
1930,TOR,1929-12-15,A,Detroit Cougars,3,5,L,,0,14,0,,0,0,10,0,,0,,,,,,,,,,,
1935,TOR,1934-11-15,A,New York Americans,1,0,W,,0,16,0,,0,0,10,0,,0,,,,,,,,,,,
1935,TOR,1934-11-17,H,Montreal Maroons,2,1,W,,0,8,0,,0,0,32,0,,0,,,,,,,,,,,
1932,TOR,1931-12-03,A,Montreal Maroons,2,8,L,,0,36,0,,0,0,37,0,,0,,,,,,,,,,,
1932,TOR,1931-12-05,H,Montreal Maroons,4,0,W,,0,12,0,,0,0,19,0,,0,,,,,,,,,,,
1936,TOR,1935-11-14,A,New York Rangers,1,0,W,,0,20,0,,0,0,8,0,,0,,,,,,,,,,,
1936,TOR,1935-11-16,H,New York Rangers,3,2,W,,0,10,0,,0,0,2,0,,0,,,,,,,,,,,
1937,TOR,1936-11-05,H,Detroit Red Wings,1,3,L,,0,6,0,,0,0,6,0,,0,,,,,,,,,,,
1931,TOR,1930-12-18,H,Montreal Maroons,1,2,L,,0,6,0,,0,0,10,0,,0,,,,,,,,,,,
1931,TOR,1930-12-20,H,Chicago Black Hawks,3,1,W,,0,12,0,,0,0,12,0,,0,,,,,,,,,,,
1934,TOR,1933-11-28,H,New York Americans,7,3,W,,0,17,3,,0,0,10,0,,0,,,,,,,,,,,
1934,TOR,1933-11-30,A,Montreal Maroons,1,0,W,,0,8,0,,0,0,8,0,,0,,,,,,,,,,,
1929,TOR,1929-01-01,H,New York Rangers,2,3,L,,0,0,0,,0,0,4,0,,0,,,,,,,,,,,
1929,TOR,1929-01-03,A,Chicago Black Hawks,2,0,W,,0,12,0,,0,0,8,0,,0,,,,,,,,,,,
1927,TOR,1927-01-15,H,Detroit Cougars,1,1,T,OT,0,10,0,,0,0,14,0,,0,,,,,,,,,,,
1927,TOR,1927-01-19,A,Chicago Black Hawks,3,4,L,OT,0,10,0,,0,0,14,0,,0,,,,,,,,,,,
1927,TOR,1927-01-22,A,Montreal Canadiens,0,4,L,,0,14,0,,0,0,4,0,,0,,,,,,,,,,,
1928,TOR,1928-01-12,A,Detroit Cougars,2,1,W,,0,13,0,,0,0,10,0,,0,,,,,,,,,,,
1928,TOR,1928-01-14,H,New York Rangers,6,1,W,,0,8,0,,0,0,2,0,,0,,,,,,,,,,,
1928,TOR,1928-01-17,A,New York Rangers,2,1,W,,0,18,0,,0,0,16,0,,0,,,,,,,,,,,
1933,TOR,1932-12-10,H,New York Americans,2,2,T,OT,0,10,0,,0,0,6,1,,0,,,,,,,,,,,
1930,TOR,1929-12-17,A,Montreal Maroons,1,3,L,,0,24,0,,0,0,18,0,,0,,,,,,,,,,,
1930,TOR,1929-12-21,H,Pittsburgh Pirates,2,1,W,OT,0,8,0,,0,0,6,0,,0,,,,,,,,,,,
1935,TOR,1934-11-18,A,Chicago Black Hawks,5,0,W,,0,14,1,,0,0,8,0,,0,,,,,,,,,,,
1935,TOR,1934-11-20,A,St. Louis Eagles,5,2,W,,0,21,0,,0,0,15,1,,0,,,,,,,,,,,
1932,TOR,1931-12-08,A,New York Rangers,4,2,W,,0,29,0,,0,0,12,0,,0,,,,,,,,,,,
1938,TOR,1937-11-04,H,Detroit Red Wings,2,2,T,OT,0,2,0,,0,0,4,0,,0,,,,,,,,,,,
1936,TOR,1935-11-19,A,Montreal Canadiens,7,2,W,,0,10,0,,0,0,0,0,,0,,,,,,,,,,,
1936,TOR,1935-11-21,A,Chicago Black Hawks,3,4,L,,0,6,0,,1,0,4,1,,0,,,,,,,,,,,
1937,TOR,1936-11-07,H,New York Americans,2,3,L,,0,4,0,,0,0,6,1,,0,,,,,,,,,,,
1937,TOR,1936-11-14,H,Chicago Black Hawks,6,2,W,,0,12,0,,0,0,8,1,,1,,,,,,,,,,,
1931,TOR,1930-12-23,A,Montreal Maroons,4,4,T,OT,0,17,0,,0,0,19,0,,0,,,,,,,,,,,
1931,TOR,1930-12-25,A,Detroit Falcons,1,10,L,,0,10,0,,0,0,14,0,,0,,,,,,,,,,,
1931,TOR,1930-12-28,A,Chicago Black Hawks,3,2,W,,0,12,0,,0,0,10,0,,0,,,,,,,,,,,
1934,TOR,1933-12-02,H,Montreal Maroons,8,3,W,,0,11,2,,0,0,11,0,,0,,,,,,,,,,,
1934,TOR,1933-12-03,A,Detroit Red Wings,3,0,W,,0,16,0,,1,0,2,0,,0,,,,,,,,,,,
1929,TOR,1929-01-05,H,Ottawa Senators,3,1,W,,0,18,0,,0,0,20,0,,0,,,,,,,,,,,
1929,TOR,1929-01-08,A,Boston Bruins,2,5,L,,0,8,0,,0,0,10,0,,0,,,,,,,,,,,
1927,TOR,1927-01-27,H,Montreal Maroons,3,5,L,,0,10,0,,0,0,10,0,,0,,,,,,,,,,,
1927,TOR,1927-01-29,H,Chicago Black Hawks,6,1,W,,0,8,0,,0,0,8,0,,0,,,,,,,,,,,
1928,TOR,1928-01-21,H,Ottawa Senators,2,1,W,,0,16,0,,0,0,18,0,,0,,,,,,,,,,,
1928,TOR,1928-01-26,A,Montreal Maroons,0,1,L,,0,12,0,,0,0,10,0,,0,,,,,,,,,,,
1933,TOR,1932-12-13,A,Boston Bruins,1,5,L,,0,12,0,,0,0,16,0,,0,,,,,,,,,,,
1933,TOR,1932-12-15,H,Ottawa Senators,4,1,W,,0,8,0,,0,0,0,0,,0,,,,,,,,,,,
1930,TOR,1929-12-25,A,Boston Bruins,2,6,L,,0,16,0,,0,0,11,0,,0,,,,,,,,,,,
