year,team,date_game,game_location,opp_name,goals,opp_goals,game_outcome,overtimes,shots,pen_min,goals_pp,chances_pp,goals_sh,shots_against,pen_min_opp,goals_against_pp,opp_chances_pp,goals_against_sh,corsi_for,corsi_against,corsi_pct,fenwick_for,fenwick_against,fenwick_pct,faceoff_wins,faceoff_losses,faceoff_percentage,zs_offense_pct,pdo
1994,SJS,1993-11-07,H,New Jersey Devils,1,2,L,,15,9,0,,0,27,9,0,,0,,,,,,,,,,,
1999,SJS,1998-11-04,H,Dallas Stars,4,0,W,,9,14,1,,0,21,6,,,,,,,,,,,,,,
1999,SJS,1998-11-06,A,Mighty Ducks of Anaheim,2,2,T,OT,30,20,0,,0,47,14,2,,0,,,,,,,,,,,
2009,SJS,2008-10-09,H,Anaheim Ducks,4,1,W,,41,4,2,,0,29,14,0,,0,39,32,54.9,30,23,56.6,21,19,52.5,29.2,104.0
2008,SJS,2007-10-04,A,Edmonton Oilers,2,3,L,SO,30,31,1,,0,25,21,0,,0,,,,,,,,,,,
2012,SJS,2011-10-08,H,Phoenix Coyotes,6,3,W,,52,16,3,,0,29,14,3,,0,68,37,64.8,50,22,69.4,21,23,47.7,71.4,108.1
2004,SJS,2003-10-16,H,Philadelphia Flyers,0,0,T,OT,27,17,0,,0,26,19,,,,,,,,,,,,,,
2004,SJS,2003-10-18,H,Ottawa Senators,1,4,L,,29,4,1,,0,23,14,1,,0,,,,,,,,,,,
2011,SJS,2010-10-08,A,Columbus Blue Jackets,3,2,W,,28,28,2,,0,32,26,1,,0,22,39,36.1,12,23,34.3,12,17,41.4,19.3,104.4
1993,SJS,1992-11-05,H,Buffalo Sabres,7,5,W,,43,17,1,,0,39,19,1,,0,,,,,,,,,,,
1993,SJS,1992-11-07,H,New Jersey Devils,1,6,L,,35,24,0,,0,45,20,2,,0,,,,,,,,,,,
2010,SJS,2009-10-03,A,Anaheim Ducks,4,1,W,,37,46,1,,1,25,34,1,,0,43,29,59.7,37,23,61.7,13,14,48.1,52.3,106.9
2002,SJS,2001-10-16,A,Minnesota Wild,3,3,T,OT,26,13,1,,0,31,17,0,,0,,,,,,,,,,,
2002,SJS,2001-10-18,A,New Jersey Devils,1,6,L,,25,21,0,,0,37,17,2,,0,,,,,,,,,,,
2001,SJS,2000-10-20,A,Minnesota Wild,3,1,W,,33,17,1,,1,22,17,0,,0,,,,,,,,,,,
2001,SJS,2000-10-21,A,Nashville Predators,5,3,W,,36,43,0,,0,30,33,1,,0,,,,,,,,,,,
2006,SJS,2005-10-12,H,Columbus Blue Jackets,4,1,W,,36,18,0,,0,27,18,0,,0,,,,,,,,,,,
2006,SJS,2005-10-15,H,Chicago Blackhawks,4,3,W,,44,12,2,,0,27,22,0,,0,,,,,,,,,,,
1997,SJS,1996-10-22,A,Toronto Maple Leafs,3,4,L,,37,17,0,,0,43,11,1,,0,,,,,,,,,,,
1997,SJS,1996-10-24,A,New Jersey Devils,1,3,L,,29,8,0,,0,37,4,1,,0,,,,,,,,,,,
1997,SJS,1996-10-26,A,New York Islanders,2,2,T,OT,41,18,1,,0,27,18,1,,0,,,,,,,,,,,
