year,team,date_game,game_location,opp_name,goals,opp_goals,game_outcome,overtimes,shots,pen_min,goals_pp,chances_pp,goals_sh,shots_against,pen_min_opp,goals_against_pp,opp_chances_pp,goals_against_sh,corsi_for,corsi_against,corsi_pct,fenwick_for,fenwick_against,fenwick_pct,faceoff_wins,faceoff_losses,faceoff_percentage,zs_offense_pct,pdo
1969,LAK,1968-11-14,H,Detroit Red Wings,2,5,L,,32,2,1,,0,25,6,0,,0,,,,,,,,,,,
1990,LAK,1989-10-05,H,Toronto Maple Leafs,4,2,W,,38,6,1,,0,30,10,0,,0,,,,,,,,,,,
1989,LAK,1988-10-06,H,Detroit Red Wings,8,2,W,,40,10,3,,0,34,10,1,,0,,,,,,,,,,,
1984,LAK,1983-10-10,A,New York Rangers,1,2,L,,39,4,0,,0,38,10,1,,0,,,,,,,,,,,
1984,LAK,1983-10-11,A,New York Islanders,2,5,L,,34,6,0,,0,35,10,2,,1,,,,,,,,,,,
1981,LAK,1980-10-16,H,Quebec Nordiques,6,4,W,,33,18,1,,0,27,14,3,,0,,,,,,,,,,,
1985,LAK,1984-10-16,A,Washington Capitals,3,5,L,,18,12,2,,0,34,18,1,,0,,,,,,,,,,,
1985,LAK,1984-10-18,A,Montreal Canadiens,3,3,T,OT,16,16,0,,0,37,12,1,,0,,,,,,,,,,,
1977,LAK,1976-10-13,A,Toronto Maple Leafs,4,4,T,,41,4,2,,0,35,12,1,,0,,,,,,,,,,,
1977,LAK,1976-10-16,H,Washington Capitals,7,1,W,,40,12,1,,1,27,8,0,,0,,,,,,,,,,,
1988,LAK,1987-10-15,H,Boston Bruins,2,3,L,,39,23,0,,0,24,23,2,,0,,,,,,,,,,,
1988,LAK,1987-10-18,H,Vancouver Canucks,2,4,L,,27,41,1,,0,23,49,1,,0,,,,,,,,,,,
1978,LAK,1977-10-26,H,New York Islanders,2,2,T,,34,8,1,,0,36,10,1,,0,,,,,,,,,,,
1978,LAK,1977-10-29,A,Montreal Canadiens,5,3,W,,27,2,0,,0,32,0,0,,0,,,,,,,,,,,
1980,LAK,1979-10-23,A,Colorado Rockies,7,4,W,,31,28,3,,0,41,24,1,,0,,,,,,,,,,,
1980,LAK,1979-10-24,H,Washington Capitals,5,3,W,,25,17,1,,0,24,25,1,,0,,,,,,,,,,,
1983,LAK,1982-10-17,A,New York Rangers,5,3,W,,30,20,2,,0,33,20,1,,0,,,,,,,,,,,
1983,LAK,1982-10-20,H,New Jersey Devils,7,4,W,,29,18,1,,0,34,21,1,,0,,,,,,,,,,,
1973,LAK,1972-10-26,H,Atlanta Flames,3,1,W,,30,8,1,,0,15,10,0,,0,,,,,,,,,,,
1982,LAK,1981-10-20,A,New York Islanders,9,6,W,,43,9,2,,0,27,13,0,,1,,,,,,,,,,,
1976,LAK,1975-10-26,H,Minnesota North Stars,4,2,W,,29,6,1,,0,28,10,0,,0,,,,,,,,,,,
1972,LAK,1971-11-06,H,Toronto Maple Leafs,2,3,L,,25,2,0,,0,24,6,0,,0,,,,,,,,,,,
1975,LAK,1974-10-26,H,California Golden Seals,5,1,W,,35,6,1,,0,18,6,0,,0,,,,,,,,,,,
1979,LAK,1978-11-01,H,Toronto Maple Leafs,2,4,L,,34,10,1,,0,30,16,1,,0,,,,,,,,,,,
1971,LAK,1970-11-10,A,Pittsburgh Penguins,5,1,W,,28,12,2,,1,28,8,0,,0,,,,,,,,,,,
1968,LAK,1967-12-03,A,New York Rangers,2,4,L,,31,10,0,,0,35,8,0,,0,,,,,,,,,,,
1970,LAK,1969-11-22,A,Minnesota North Stars,1,4,L,,22,21,1,,0,49,29,1,,0,,,,,,,,,,,
1974,LAK,1973-10-30,A,St. Louis Blues,3,2,W,,31,22,1,,0,37,19,0,,0,,,,,,,,,,,
1986,LAK,1985-10-16,H,New York Rangers,4,3,W,,26,17,1,,0,46,15,1,,0,,,,,,,,,,,
1987,LAK,1986-10-14,A,Pittsburgh Penguins,3,4,L,OT,40,25,0,,0,35,23,0,,0,,,,,,,,,,,
1969,LAK,1968-11-16,A,Minnesota North Stars,2,3,L,,34,2,1,,0,35,4,1,,0,,,,,,,,,,,
1990,LAK,1989-10-07,H,Edmonton Oilers,5,6,L,,31,19,3,,0,23,23,1,,0,,,,,,,,,,,
1990,LAK,1989-10-08,H,Detroit Red Wings,5,0,W,,30,32,1,,1,34,58,,,,,,,,,,,,,,
1989,LAK,1988-10-08,H,Calgary Flames,6,5,W,OT,23,45,0,,1,47,35,1,,0,,,,,,,,,,,
1984,LAK,1983-10-13,A,St. Louis Blues,4,7,L,,32,15,2,,0,42,13,2,,0,,,,,,,,,,,
1984,LAK,1983-10-15,H,Detroit Red Wings,3,3,T,OT,30,30,0,,0,38,32,1,,0,,,,,,,,,,,
1981,LAK,1980-10-18,H,Colorado Rockies,4,3,W,,31,41,1,,0,28,37,2,,0,,,,,,,,,,,
1985,LAK,1984-10-20,A,New York Islanders,3,8,L,,44,8,0,,0,26,14,2,,0,,,,,,,,,,,
1985,LAK,1984-10-21,A,Chicago Black Hawks,2,5,L,,29,14,0,,0,41,16,1,,0,,,,,,,,,,,
1977,LAK,1976-10-17,H,St. Louis Blues,6,2,W,,49,12,2,,0,30,8,1,,0,,,,,,,,,,,
1977,LAK,1976-10-20,A,New York Rangers,4,2,W,,36,10,1,,0,32,21,1,,0,,,,,,,,,,,
1988,LAK,1987-10-21,A,Edmonton Oilers,2,6,L,,27,11,1,,0,19,15,1,,1,,,,,,,,,,,
1988,LAK,1987-10-23,A,Winnipeg Jets,3,4,L,,27,40,1,,1,47,14,2,,0,,,,,,,,,,,
1978,LAK,1977-10-30,A,New York Rangers,5,3,W,,39,8,1,,0,38,6,1,,0,,,,,,,,,,,
1978,LAK,1977-11-01,A,St. Louis Blues,2,7,L,,24,14,0,,0,38,10,2,,0,,,,,,,,,,,
1980,LAK,1979-10-27,H,Toronto Maple Leafs,7,5,W,,31,8,0,,1,33,4,1,,0,,,,,,,,,,,
1980,LAK,1979-10-30,H,Boston Bruins,4,4,T,,29,4,0,,0,25,6,1,,0,,,,,,,,,,,
1983,LAK,1982-10-23,H,Hartford Whalers,3,5,L,,36,38,2,,0,38,50,1,,1,,,,,,,,,,,
1983,LAK,1982-10-24,H,Boston Bruins,5,4,W,,30,8,0,,0,28,8,1,,0,,,,,,,,,,,
1973,LAK,1972-10-28,H,Pittsburgh Penguins,5,2,W,,31,6,1,,0,18,10,0,,0,,,,,,,,,,,
1973,LAK,1972-10-31,H,Vancouver Canucks,4,1,W,,36,27,0,,0,17,35,0,,0,,,,,,,,,,,
1982,LAK,1981-10-21,A,New York Rangers,5,2,W,,17,10,0,,0,38,8,0,,0,,,,,,,,,,,
1982,LAK,1981-10-24,A,Minnesota North Stars,3,6,L,,36,9,2,,0,33,13,1,,0,,,,,,,,,,,
1976,LAK,1975-10-28,H,Washington Capitals,6,0,W,,40,4,0,,0,16,2,,,,,,,,,,,,,,
1972,LAK,1971-11-10,A,New York Rangers,1,7,L,,22,10,0,,0,41,12,2,,0,,,,,,,,,,,
1975,LAK,1974-10-28,H,Pittsburgh Penguins,2,0,W,,26,23,1,,0,23,21,,,,,,,,,,,,,,
1979,LAK,1978-11-04,H,New York Rangers,3,7,L,,24,10,1,,0,37,16,1,,1,,,,,,,,,,,
1971,LAK,1970-11-11,A,Minnesota North Stars,1,3,L,,26,22,0,,0,35,26,1,,0,,,,,,,,,,,
1968,LAK,1967-12-06,H,St. Louis Blues,3,2,W,,25,6,0,,0,24,4,0,,0,,,,,,,,,,,
1970,LAK,1969-11-26,A,Chicago Black Hawks,0,6,L,,33,8,0,,0,35,10,1,,0,,,,,,,,,,,
