year,team,date_game,game_location,opp_name,goals,opp_goals,game_outcome,overtimes,shots,pen_min,goals_pp,chances_pp,goals_sh,shots_against,pen_min_opp,goals_against_pp,opp_chances_pp,goals_against_sh,corsi_for,corsi_against,corsi_pct,fenwick_for,fenwick_against,fenwick_pct,faceoff_wins,faceoff_losses,faceoff_percentage,zs_offense_pct,pdo
2004,DAL,2003-10-19,H,Minnesota Wild,3,1,W,,30,19,1,,0,11,19,1,,0,,,,,,,,,,,
2002,DAL,2001-10-18,H,Phoenix Coyotes,3,1,W,,19,15,2,,0,21,23,0,,0,,,,,,,,,,,
1999,DAL,1998-11-13,A,Detroit Red Wings,5,1,W,,28,30,1,,0,35,20,1,,0,,,,,,,,,,,
1999,DAL,1998-11-14,A,Boston Bruins,3,1,W,,29,8,0,,0,28,8,0,,0,,,,,,,,,,,
2006,DAL,2005-10-08,H,Colorado Avalanche,2,3,L,,18,38,0,,1,31,25,2,,0,,,,,,,,,,,
2006,DAL,2005-10-11,H,Phoenix Coyotes,3,2,W,,23,16,0,,1,25,10,1,,0,,,,,,,,,,,
2007,DAL,2006-10-04,A,Colorado Avalanche,3,2,W,OT,33,25,0,,0,38,15,2,,0,,,,,,,,,,,
1997,DAL,1996-11-08,A,San Jose Sharks,1,3,L,,30,7,0,,0,30,15,0,,0,,,,,,,,,,,
2003,DAL,2002-10-17,A,Minnesota Wild,1,3,L,,34,4,1,,0,24,10,1,,0,,,,,,,,,,,
2000,DAL,1999-10-25,A,Toronto Maple Leafs,0,4,L,,17,6,0,,0,26,6,0,,0,,,,,,,,,,,
2001,DAL,2000-10-27,H,Phoenix Coyotes,2,4,L,,30,13,2,,0,18,17,1,,0,,,,,,,,,,,
1995,DAL,1995-02-24,H,Vancouver Canucks,3,3,T,OT,39,24,1,,0,24,46,0,,0,,,,,,,,,,,
1998,DAL,1997-10-21,H,Vancouver Canucks,1,5,L,,30,4,0,,0,15,10,1,,0,,,,,,,,,,,
