year,team,date_game,game_location,opp_name,goals,opp_goals,game_outcome,overtimes,shots,pen_min,goals_pp,chances_pp,goals_sh,shots_against,pen_min_opp,goals_against_pp,opp_chances_pp,goals_against_sh,corsi_for,corsi_against,corsi_pct,fenwick_for,fenwick_against,fenwick_pct,faceoff_wins,faceoff_losses,faceoff_percentage,zs_offense_pct,pdo
2006,CAR,2005-10-28,H,Philadelphia Flyers,8,6,W,,37,22,3,,0,34,16,4,,0,,,,,,,,,,,
2007,CAR,2006-10-20,A,Buffalo Sabres,4,5,L,,20,10,1,,1,29,10,1,,1,,,,,,,,,,,
2007,CAR,2006-10-21,A,New York Islanders,3,4,L,OT,40,12,1,,1,25,12,3,,0,,,,,,,,,,,
1998,CAR,1997-11-09,H,Ottawa Senators,4,1,W,,22,24,2,,0,26,26,0,,0,,,,,,,,,,,
1998,CAR,1997-11-12,A,Edmonton Oilers,6,4,W,,27,17,1,,0,32,15,1,,0,,,,,,,,,,,
2001,CAR,2000-11-03,A,Colorado Avalanche,3,5,L,,26,6,2,,0,24,8,2,,0,,,,,,,,,,,
2001,CAR,2000-11-04,A,San Jose Sharks,1,4,L,,20,19,1,,0,28,8,2,,0,,,,,,,,,,,
1999,CAR,1998-11-20,H,Philadelphia Flyers,1,3,L,,19,19,0,,0,27,19,1,,0,,,,,,,,,,,
1999,CAR,1998-11-22,H,New Jersey Devils,2,5,L,,28,23,0,,0,40,13,0,,0,,,,,,,,,,,
1999,CAR,1998-11-25,H,San Jose Sharks,3,0,W,,24,12,0,,0,36,10,,,,,,,,,,,,,,
2016,CAR,2015-10-16,A,Detroit Red Wings,5,3,W,,36,4,1,3,0,20,6,0,2,0,47,35,57.3,42,25,62.7,29,19,60.4,57.1,96.2
2016,CAR,2015-10-17,A,Washington Capitals,1,4,L,,19,6,0,4,0,34,10,2,2,0,29,48,37.7,14,38,26.9,25,24,51.0,32.3,105.8
2000,CAR,1999-11-11,A,Philadelphia Flyers,1,4,L,,11,10,1,,0,37,12,1,,0,,,,,,,,,,,
2000,CAR,1999-11-13,H,Tampa Bay Lightning,4,2,W,,21,11,2,,0,21,13,0,,0,,,,,,,,,,,
2019,CAR,2018-10-04,H,New York Islanders,1,2,L,OT,46,6,0,3,0,20,6,1,3,0,75,32,70.1,57,25,69.5,26,18,59.1,62.5,96.2
2018,CAR,2017-10-07,H,Minnesota Wild,5,4,W,SO,42,6,1,5,0,27,10,1,3,0,61,47,56.5,48,34,58.5,21,32,39.6,50.0,97.2
2015,CAR,2014-10-16,A,New York Rangers,1,2,L,SO,30,12,0,,0,34,8,0,,0,37,54,40.7,30,36,45.5,32,15,68.1,56.1,101.1
2015,CAR,2014-10-21,A,Winnipeg Jets,1,3,L,,22,10,1,,0,26,10,0,,0,34,36,48.6,25,29,46.3,21,22,48.8,48.1,82.4
2013,CAR,2013-01-25,A,Buffalo Sabres,3,1,W,,42,27,2,,0,41,17,1,,0,47,42,52.8,43,35,55.1,35,20,63.6,54.6,102.9
2009,CAR,2008-10-23,A,Pittsburgh Penguins,1,4,L,,25,16,0,,0,35,14,1,,0,48,49,49.5,32,39,45.1,24,27,47.1,56.7,94.5
2009,CAR,2008-10-25,A,New York Islanders,4,3,W,,28,21,0,,0,60,11,1,,1,45,67,40.2,30,52,36.6,20,17,54.1,39.1,115.1
2017,CAR,2016-10-16,A,Vancouver Canucks,3,4,L,OT,22,4,1,2,0,31,4,0,2,0,31,45,40.8,19,34,35.8,27,20,57.4,34.5,100.5
2017,CAR,2016-10-18,A,Edmonton Oilers,2,3,L,,33,6,0,2,0,28,4,0,3,0,53,47,53.0,40,35,53.3,28,20,58.3,55.9,94.9
2004,CAR,2003-11-06,H,New York Rangers,6,3,W,,34,8,1,,0,32,16,0,,0,,,,,,,,,,,
2004,CAR,2003-11-08,H,Los Angeles Kings,3,2,W,OT,17,18,2,,0,35,6,1,,0,,,,,,,,,,,
2010,CAR,2009-10-21,A,New York Islanders,3,4,L,SO,38,9,1,,0,29,13,0,,0,58,32,64.4,44,29,60.3,15,37,28.8,66.7,93.4
2010,CAR,2009-10-23,A,Colorado Avalanche,4,5,L,,36,47,1,,0,36,8,2,,0,55,41,57.3,38,32,54.3,26,17,60.5,50.0,98.7
2002,CAR,2001-11-02,H,New York Rangers,3,2,W,,32,12,0,,0,34,12,1,,0,,,,,,,,,,,
2002,CAR,2001-11-04,H,Phoenix Coyotes,1,0,W,OT,27,4,1,,0,28,17,,,,,,,,,,,,,,
2008,CAR,2007-10-20,A,Philadelphia Flyers,2,3,L,OT,44,10,1,,0,30,10,1,,0,,,,,,,,,,,
2008,CAR,2007-10-22,H,Vancouver Canucks,3,1,W,,31,21,2,,0,20,25,0,,0,,,,,,,,,,,
2008,CAR,2007-10-24,H,Buffalo Sabres,6,2,W,,43,10,1,,0,21,20,1,,0,,,,,,,,,,,
2012,CAR,2011-10-12,H,Boston Bruins,3,2,W,,34,6,1,,0,28,8,0,,0,46,50,47.9,31,35,47.0,26,17,60.5,45.0,99.2
2012,CAR,2011-10-14,A,Buffalo Sabres,4,3,W,,34,17,1,,2,42,17,0,,0,28,41,40.6,24,33,42.1,21,19,52.5,34.6,88.5
2003,CAR,2002-11-07,H,Buffalo Sabres,2,0,W,,21,13,0,,0,26,24,,,,,,,,,,,,,,
2003,CAR,2002-11-09,H,Pittsburgh Penguins,3,2,W,,31,10,1,,0,26,16,1,,0,,,,,,,,,,,
2011,CAR,2010-10-19,A,San Jose Sharks,5,2,W,,31,12,0,,1,43,10,1,,0,46,51,47.4,36,34,51.4,15,31,32.6,40.6,112.3
2011,CAR,2010-10-20,A,Los Angeles Kings,3,4,L,,30,8,0,,0,27,6,0,,0,43,37,53.8,34,31,52.3,18,29,38.3,50.0,93.5
2014,CAR,2013-10-10,A,Washington Capitals,3,2,W,,36,14,1,,0,32,14,0,,0,42,44,48.8,36,36,50.0,21,30,41.2,53.3,99.3
2006,CAR,2005-10-29,A,Pittsburgh Penguins,5,3,W,,33,14,3,,0,28,18,1,,0,,,,,,,,,,,
2006,CAR,2005-11-03,H,Toronto Maple Leafs,4,3,W,,35,14,2,,0,25,21,0,,1,,,,,,,,,,,
2007,CAR,2006-10-25,H,Atlanta Thrashers,5,4,W,OT,38,13,1,,0,36,19,0,,0,,,,,,,,,,,
2007,CAR,2006-10-26,A,Tampa Bay Lightning,1,5,L,,24,10,0,,1,27,6,2,,0,,,,,,,,,,,
1998,CAR,1997-11-13,A,Calgary Flames,4,2,W,,24,25,2,,0,32,23,0,,0,,,,,,,,,,,
