year,team,opp,date_game,player,decision,goals_against,shots_against,saves,save_pct,shutouts,pen_min,time_on_ice
2017,DAL,CAR,2017-04-01,Kari Lehtonen,W,0,25,25,1.000,1,0,60:00
2015,PHI,CAR,2015-04-09,Ray Emery,L,2,26,24,.923,0,0,58:27
2015,PHI,CAR,2015-04-09,Empty Net,,1,1,0,.000,0,0,
2016,NYR,CAR,2016-03-31,Henrik Lundqvist,L,4,28,24,.857,0,0,57:49
2018,OTT,CAR,2018-03-24,Mike Condon,L,4,23,19,.826,0,0,58:26
2015,PHI,CAR,2015-04-04,Ray Emery,O,2,26,24,.923,0,0,65:00
2016,CBJ,CAR,2016-04-02,Joonas Korpisalo,W,1,27,26,.963,0,0,60:00
2018,OTT,CAR,2018-03-24,Empty Net,,1,1,0,.000,0,0,
2019,WSH,CAR,2019-03-26,Braden Holtby,W,1,28,27,.964,0,0,59:50
2019,MTL,CAR,2019-03-24,Carey Price,O,2,40,38,.950,0,0,63:14
2015,FLA,CAR,2015-04-02,Roberto Luongo,W,1,32,31,.969,0,0,59:58
2017,CBJ,CAR,2017-03-30,Joonas Korpisalo,O,2,31,29,.935,0,0,62:16
2017,DET,CAR,2017-03-28,Jimmy Howard,L,4,32,28,.875,0,0,60:00
2019,MIN,CAR,2019-03-23,Devan Dubnyk,L,5,33,28,.848,0,0,60:00
2018,ARI,CAR,2018-03-22,Darcy Kuemper,L,6,30,24,.800,0,0,58:11
2016,NYI,CAR,2016-03-29,Thomas Greiss,W,1,27,26,.963,0,0,65:00
2015,WSH,CAR,2015-03-31,Braden Holtby,W,2,25,23,.920,0,0,60:00
2016,CAR,NJD,2016-03-27,Cam Ward,W,2,25,23,.920,0,0,60:00
2017,CAR,DET,2017-03-27,Eddie Lack,O,4,27,23,.852,0,0,60:48
2019,CAR,PIT,2019-03-19,Petr Mrazek,W,2,38,36,.947,0,0,64:23
2016,CAR,NYI,2016-03-26,Eddie Lack,O,4,31,27,.871,0,0,64:46
2015,CAR,BOS,2015-03-29,Anton Khudobin,O,2,30,28,.933,0,0,64:20
2019,CAR,TBL,2019-03-21,Curtis McElhinney,L,5,31,26,.839,0,0,58:43
2019,CAR,TBL,2019-03-21,Empty Net,,1,1,0,.000,0,0,
2018,CAR,EDM,2018-03-20,Scott Darling,L,7,30,23,.767,0,0,60:00
2018,CAR,NYI,2018-03-18,Scott Darling,W,3,29,26,.897,0,0,60:00
2015,CAR,NJD,2015-03-28,Cam Ward,W,1,22,21,.955,0,0,60:00
2017,CAR,NJD,2017-03-25,Eddie Lack,W,1,27,26,.963,0,0,59:57
2017,CAR,MTL,2017-03-23,Eddie Lack,W,1,22,21,.955,0,0,60:00
2018,CAR,PHI,2018-03-17,Cam Ward,L,3,26,23,.885,0,0,59:46
2018,CAR,PHI,2018-03-17,Empty Net,,1,1,0,.000,0,0,
2019,CAR,CBJ,2019-03-15,Petr Mrazek,L,2,19,17,.895,0,0,59:20
2019,CAR,CBJ,2019-03-15,Empty Net,,1,1,0,.000,0,0,
2015,CAR,PIT,2015-03-26,Cam Ward,W,2,29,27,.931,0,0,60:00
2015,CAR,CHI,2015-03-23,Anton Khudobin,L,2,24,22,.917,0,0,59:08
2015,CAR,CHI,2015-03-23,Empty Net,,1,1,0,.000,0,0,
2016,CAR,CBJ,2016-03-24,Eddie Lack,W,2,44,42,.955,0,0,60:00
2019,CAR,BUF,2019-03-16,Curtis McElhinney,W,2,37,35,.946,0,0,59:51
2018,CAR,NYR,2018-03-12,Scott Darling,L,4,21,17,.810,0,0,58:24
2016,CAR,MIN,2016-03-19,Cam Ward,O,2,32,30,.938,0,0,65:00
2016,CAR,BUF,2016-03-22,Cam Ward,L,3,25,22,.880,0,0,57:47
2015,CAR,NYR,2015-03-21,Anton Khudobin,O,2,29,27,.931,0,0,65:00
2018,CAR,BOS,2018-03-13,Cam Ward,L,5,33,28,.848,0,0,59:42
2018,CAR,BOS,2018-03-13,Empty Net,,1,1,0,.000,0,0,
2018,CAR,NYR,2018-03-12,Empty Net,,2,2,0,.000,0,0,
2017,CAR,FLA,2017-03-21,Cam Ward,W,3,35,32,.914,0,0,59:59
2017,CAR,PHI,2017-03-19,Cam Ward,O,4,44,40,.909,0,0,60:38
2018,CAR,CHI,2018-03-08,Scott Darling,W,2,24,22,.917,0,0,59:03
2019,CAR,COL,2019-03-11,Petr Mrazek,W,0,38,38,1.000,1,0,60:00
2016,NJD,CAR,2016-03-27,Scott Wedgewood,L,3,23,20,.870,0,0,58:30
2017,DET,CAR,2017-03-27,Petr Mrazek,W,3,42,39,.929,0,0,61:59
2019,PIT,CAR,2019-03-19,Matt Murray,O,2,39,37,.949,0,0,65:00
2016,NYI,CAR,2016-03-26,Jean-Francois Berube,W,3,36,33,.917,0,0,64:43
2015,BOS,CAR,2015-03-29,Tuukka Rask,W,1,31,30,.968,0,0,64:23
2019,TBL,CAR,2019-03-21,Louis Domingue,W,3,28,25,.893,0,0,59:53
2018,EDM,CAR,2018-03-20,Cam Talbot,W,3,33,30,.909,0,0,60:00
2018,NYI,CAR,2018-03-18,Jaroslav Halak,L,4,39,35,.897,0,0,57:57
2015,NJD,CAR,2015-03-28,Keith Kinkaid,L,3,32,29,.906,0,0,58:16
2017,NJD,CAR,2017-03-25,Cory Schneider,L,3,28,25,.893,0,0,58:02
2017,MTL,CAR,2017-03-23,Carey Price,L,3,22,19,.864,0,0,59:32
2017,MTL,CAR,2017-03-23,Empty Net,,1,1,0,.000,0,0,
2018,PHI,CAR,2018-03-17,Alex Lyon,W,2,25,23,.920,0,0,59:57
2019,CBJ,CAR,2019-03-15,Sergei Bobrovsky,W,0,46,46,1.000,1,0,60:00
2015,PIT,CAR,2015-03-26,Marc-Andre Fleury,L,5,28,23,.821,0,0,59:59
2015,CHI,CAR,2015-03-23,Corey Crawford,W,1,44,43,.977,0,0,60:00
2016,CBJ,CAR,2016-03-24,Sergei Bobrovsky,L,3,24,21,.875,0,0,58:30
2019,BUF,CAR,2019-03-16,Linus Ullmark,L,4,29,25,.862,0,0,59:14
2016,MIN,CAR,2016-03-19,Devan Dubnyk,W,2,33,31,.939,0,0,65:00
2016,BUF,CAR,2016-03-22,Chad Johnson,W,2,27,25,.926,0,0,60:00
2015,NYR,CAR,2015-03-21,Cam Talbot,W,2,30,28,.933,0,0,65:00
2018,BOS,CAR,2018-03-13,Tuukka Rask,W,4,33,29,.879,0,0,59:57
2018,NYR,CAR,2018-03-12,Alexandar Georgiev,W,3,44,41,.932,0,0,60:00
2017,FLA,CAR,2017-03-21,Reto Berra,L,4,25,21,.840,0,0,58:38
2017,PHI,CAR,2017-03-19,Steve Mason,W,3,22,19,.864,0,0,60:21
2018,CHI,CAR,2018-03-08,Jean-Francois Berube,L,3,40,37,.925,0,0,57:27
2019,COL,CAR,2019-03-11,Philipp Grubauer,L,2,32,30,.938,0,0,58:54
2019,COL,CAR,2019-03-11,Empty Net,,1,1,0,.000,0,0,
2015,CAR,MTL,2015-03-19,Anton Khudobin,L,4,22,18,.818,0,0,60:00
2019,CAR,NSH,2019-03-09,Petr Mrazek,W,3,34,31,.912,0,0,59:58
2017,CAR,NSH,2017-03-18,Eddie Lack,W,2,29,27,.931,0,0,60:00
2016,CAR,WSH,2016-03-15,Eddie Lack,O,2,31,29,.935,0,0,61:27
2018,CAR,MIN,2018-03-06,Scott Darling,,2,18,16,.889,0,0,36:14
2017,CAR,MIN,2017-03-16,Eddie Lack,W,1,31,30,.968,0,0,60:00
2018,CAR,MIN,2018-03-06,Cam Ward,L,4,13,9,.692,0,0,23:36
2016,CAR,PIT,2016-03-17,Eddie Lack,L,4,48,44,.917,0,0,59:55
2019,CAR,WPG,2019-03-08,Curtis McElhinney,L,8,29,21,.724,0,0,59:52
2018,CAR,WPG,2018-03-04,Cam Ward,L,3,23,20,.870,0,0,57:13
2015,CAR,OTT,2015-03-17,Anton Khudobin,O,2,33,31,.939,0,0,64:46
2016,CAR,BUF,2016-03-12,Cam Ward,O,3,24,21,.875,0,0,64:59
2017,CAR,TOR,2017-03-11,Cam Ward,O,3,26,23,.885,0,2,62:13
2018,CAR,BOS,2018-02-27,Scott Darling,O,4,32,28,.875,0,0,61:05
2015,CAR,DAL,2015-03-12,Anton Khudobin,L,4,31,27,.871,0,0,58:55
2016,CAR,OTT,2016-03-08,Cam Ward,W,3,24,21,.875,0,0,63:02
2019,CAR,BOS,2019-03-05,Curtis McElhinney,O,4,38,34,.895,0,0,61:46
2016,CAR,TBL,2016-03-05,Eddie Lack,O,4,30,26,.867,0,0,64:13
2019,CAR,LAK,2019-02-26,Petr Mrazek,W,1,23,22,.957,0,0,60:00
2015,CAR,DAL,2015-03-12,Empty Net,,1,1,0,.000,0,0,
2019,CAR,STL,2019-03-01,Curtis McElhinney,W,2,23,21,.913,0,0,60:00
2016,CAR,NJD,2016-03-01,Eddie Lack,W,1,30,29,.967,0,0,59:08
2017,CAR,NYR,2017-03-09,Cam Ward,W,3,43,40,.930,0,0,60:00
2015,CAR,CBJ,2015-03-10,Cam Ward,O,3,32,29,.906,0,0,65:00
2018,CAR,PIT,2018-02-23,Cam Ward,L,6,39,33,.846,0,10,60:00
2018,CAR,DET,2018-02-24,Scott Darling,L,3,22,19,.864,0,0,58:40
2019,CAR,DAL,2019-02-23,Curtis McElhinney,W,0,24,24,1.000,1,0,60:00
2017,CAR,COL,2017-03-07,Eddie Lack,L,2,24,22,.917,0,0,58:46
2017,CAR,COL,2017-03-07,Empty Net,,1,1,0,.000,0,0,
2015,CAR,EDM,2015-03-08,Cam Ward,W,4,20,16,.800,0,0,60:00
2015,MTL,CAR,2015-03-19,Carey Price,W,0,31,31,1.000,1,0,59:57
2019,NSH,CAR,2019-03-09,Juuse Saros,L,4,31,27,.871,0,0,58:03
2019,NSH,CAR,2019-03-09,Empty Net,,1,1,0,.000,0,0,
2017,MIN,CAR,2017-03-16,Devan Dubnyk,L,2,23,21,.913,0,0,58:24
2017,NSH,CAR,2017-03-18,Juuse Saros,L,3,36,33,.917,0,0,57:49
2017,NSH,CAR,2017-03-18,Empty Net,,1,1,0,.000,0,0,
2016,WSH,CAR,2016-03-15,Braden Holtby,W,1,26,25,.962,0,0,61:33
2018,MIN,CAR,2018-03-06,Devan Dubnyk,W,2,31,29,.935,0,0,60:00
2016,PIT,CAR,2016-03-17,Matt Murray,W,2,33,31,.939,0,0,60:00
2017,MIN,CAR,2017-03-16,Empty Net,,1,1,0,.000,0,0,
2019,WPG,CAR,2019-03-08,Laurent Brossoit,W,1,29,28,.966,0,0,59:32
2018,WPG,CAR,2018-03-04,Connor Hellebuyck,W,2,35,33,.943,0,0,59:56
2016,BUF,CAR,2016-03-12,Chad Johnson,W,2,30,28,.933,0,0,64:59
2019,BOS,CAR,2019-03-05,Jaroslav Halak,W,3,37,34,.919,0,0,61:27
2015,OTT,CAR,2015-03-17,Andrew Hammond,W,1,36,35,.972,0,0,64:46
2017,TOR,CAR,2017-03-11,Frederik Andersen,W,2,38,36,.947,0,0,62:13
2018,BOS,CAR,2018-02-27,Tuukka Rask,W,3,32,29,.906,0,0,61:08
2015,DAL,CAR,2015-03-12,Kari Lehtonen,W,3,18,15,.833,0,0,60:00
2016,OTT,CAR,2016-03-08,Andrew Hammond,O,3,37,34,.919,0,0,64:56
2016,NJD,CAR,2016-03-01,Cory Schneider,L,2,18,16,.889,0,0,58:41
2016,TBL,CAR,2016-03-05,Ben Bishop,W,3,27,24,.889,0,0,64:17
2019,LAK,CAR,2019-02-26,Jonathan Quick,L,6,20,14,.700,0,0,40:00
2019,LAK,CAR,2019-02-26,Jack Campbell,,0,14,14,1.000,0,0,20:00
2017,NYR,CAR,2017-03-09,Antti Raanta,L,4,30,26,.867,0,0,58:39
2015,CBJ,CAR,2015-03-10,Sergei Bobrovsky,W,3,32,29,.906,0,0,64:48
2019,STL,CAR,2019-03-01,Jake Allen,L,4,23,19,.826,0,0,58:32
2019,STL,CAR,2019-03-01,Empty Net,,1,1,0,.000,0,0,
2018,PIT,CAR,2018-02-23,Matt Murray,W,1,28,27,.964,0,0,60:00
2018,DET,CAR,2018-02-24,Jimmy Howard,W,1,29,28,.966,0,0,60:00
2016,NJD,CAR,2016-03-01,Empty Net,,1,1,0,.000,0,0,
2019,DAL,CAR,2019-02-23,Ben Bishop,L,2,30,28,.933,0,0,59:19
2019,DAL,CAR,2019-02-23,Empty Net,,1,1,0,.000,0,0,
2017,COL,CAR,2017-03-07,Calvin Pickard,W,1,26,25,.962,0,0,60:00
2015,EDM,CAR,2015-03-08,Richard Bachman,L,6,34,28,.824,0,0,58:54
2015,EDM,CAR,2015-03-08,Empty Net,,1,1,0,.000,0,0,
2015,CAR,MIN,2015-03-06,Anton Khudobin,L,3,19,16,.842,0,0,59:44
2016,CAR,STL,2016-02-28,Cam Ward,L,5,40,35,.875,0,0,60:00
2017,CAR,CGY,2017-02-26,Eddie Lack,L,3,24,21,.875,0,0,57:59
2018,CAR,NJD,2018-02-18,Cam Ward,O,3,21,18,.857,0,0,63:23
2019,CAR,FLA,2019-02-21,Petr Mrazek,W,3,30,27,.900,0,0,60:00
2017,CAR,ARI,2017-03-05,Eddie Lack,W,1,26,25,.962,0,0,60:00
2016,CAR,BOS,2016-02-26,Cam Ward,L,3,21,18,.857,0,0,57:24
2016,CAR,BOS,2016-02-26,Empty Net,,1,1,0,.000,0,0,
2015,CAR,PHI,2015-02-24,Cam Ward,W,1,24,23,.958,0,0,60:00
2017,CAR,OTT,2017-02-24,Eddie Lack,W,0,34,34,1.000,1,0,60:00
2018,CAR,COL,2018-02-10,Cam Ward,W,1,30,29,.967,0,0,59:52
2018,CAR,VAN,2018-02-09,Scott Darling,W,1,22,21,.955,0,0,60:00
2016,CAR,OTT,2016-02-18,Eddie Lack,L,3,21,18,.857,0,0,57:12
2015,CAR,NJD,2015-02-21,Anton Khudobin,L,3,19,16,.842,0,0,55:05
2016,CAR,SJS,2016-02-19,Cam Ward,W,2,24,22,.917,0,0,60:00
2019,CAR,NJD,2019-02-10,Petr Mrazek,L,3,21,18,.857,0,0,56:15
2015,CAR,TOR,2015-02-20,Cam Ward,W,1,24,23,.958,0,2,60:00
2017,CAR,PIT,2017-02-21,Cam Ward,L,3,22,19,.864,0,0,58:35
2015,CAR,NYI,2015-02-17,Anton Khudobin,L,3,29,26,.897,0,0,59:28
2015,CAR,NYI,2015-02-17,Empty Net,,1,1,0,.000,0,0,
2019,CAR,BUF,2019-02-07,Curtis McElhinney,W,5,39,34,.872,0,0,63:25
2018,CAR,PHI,2018-02-06,Cam Ward,O,2,30,28,.933,0,0,64:56
2016,CAR,OTT,2016-02-18,Empty Net,,1,1,0,.000,0,0,
2019,CAR,NYR,2019-02-08,Petr Mrazek,W,0,27,27,1.000,1,0,59:53
2019,CAR,PIT,2019-02-05,Curtis McElhinney,W,0,23,23,1.000,1,0,60:00
2018,CAR,SJS,2018-02-04,Cam Ward,L,3,26,23,.885,0,0,57:51
2016,CAR,WPG,2016-02-16,Eddie Lack,W,1,21,20,.952,0,0,60:00
2015,CAR,OTT,2015-02-16,Cam Ward,W,3,32,29,.906,0,0,59:56
2017,CAR,TOR,2017-02-19,Cam Ward,L,4,24,20,.833,0,0,49:02
2017,CAR,TOR,2017-02-19,Eddie Lack,,0,7,7,1.000,0,0,10:58
2016,CAR,NYI,2016-02-13,Cam Ward,W,2,16,14,.875,0,0,37:34
2016,CAR,NYI,2016-02-13,Eddie Lack,,1,10,9,.900,0,0,22:26
2015,MIN,CAR,2015-03-06,Devan Dubnyk,W,1,38,37,.974,0,0,60:00
2016,STL,CAR,2016-02-28,Jake Allen,W,2,34,32,.941,0,0,59:51
2017,CGY,CAR,2017-02-26,Brian Elliott,W,1,35,34,.971,0,0,60:00
2019,FLA,CAR,2019-02-21,James Reimer,L,4,25,21,.840,0,0,58:04
2017,ARI,CAR,2017-03-05,Mike Smith,L,2,35,33,.943,0,0,58:51
2016,BOS,CAR,2016-02-26,Tuukka Rask,W,1,40,39,.975,0,0,60:00
2015,PHI,CAR,2015-02-24,Rob Zepp,L,4,35,31,.886,0,0,60:00
2018,NJD,CAR,2018-02-18,Keith Kinkaid,W,2,42,40,.952,0,0,64:00
2017,OTT,CAR,2017-02-24,Craig Anderson,L,3,44,41,.932,0,0,59:56
2018,COL,CAR,2018-02-10,Semyon Varlamov,L,3,35,32,.914,0,0,57:45
2018,VAN,CAR,2018-02-09,Jacob Markstrom,L,4,33,29,.879,0,0,60:00
2016,SJS,CAR,2016-02-19,Martin Jones,L,4,36,32,.889,0,0,59:24
2016,SJS,CAR,2016-02-19,Empty Net,,1,1,0,.000,0,0,
2019,NJD,CAR,2019-02-10,Keith Kinkaid,W,2,35,33,.943,0,0,60:00
2015,TOR,CAR,2015-02-20,James Reimer,L,2,26,24,.923,0,0,59:07
2017,PIT,CAR,2017-02-21,Matt Murray,W,1,30,29,.967,0,0,60:00
2015,NYI,CAR,2015-02-17,Chad Johnson,W,1,38,37,.974,0,0,60:00
2018,PHI,CAR,2018-02-06,Brian Elliott,W,1,28,27,.964,0,0,64:56
2016,OTT,CAR,2016-02-18,Craig Anderson,W,2,32,30,.938,0,0,59:55
2015,NJD,CAR,2015-02-21,Keith Kinkaid,W,0,17,17,1.000,0,0,33:59
2015,NJD,CAR,2015-02-21,Cory Schneider,,1,15,14,.933,0,0,26:01
2019,NYR,CAR,2019-02-08,Henrik Lundqvist,L,1,31,30,.968,0,0,59:22
2019,PIT,CAR,2019-02-05,Matt Murray,L,3,31,28,.903,0,0,59:22
2019,PIT,CAR,2019-02-05,Empty Net,,1,1,0,.000,0,0,
2018,SJS,CAR,2018-02-04,Aaron Dell,W,1,30,29,.967,0,0,60:00
2016,WPG,CAR,2016-02-16,Ondrej Pavelec,L,2,29,27,.931,0,0,57:55
2019,BUF,CAR,2019-02-07,Linus Ullmark,O,6,30,24,.800,0,0,62:39
2019,NYR,CAR,2019-02-08,Empty Net,,2,2,0,.000,0,0,
2015,OTT,CAR,2015-02-16,Robin Lehner,L,4,31,27,.871,0,0,39:06
2017,TOR,CAR,2017-02-19,Curtis McElhinney,W,0,37,37,1.000,1,0,60:00
2016,NYI,CAR,2016-02-13,Jaroslav Halak,L,6,28,22,.786,0,0,40:00
2015,OTT,CAR,2015-02-16,Andrew Hammond,,2,5,3,.600,0,0,20:46
2016,NYI,CAR,2016-02-13,Thomas Greiss,,0,3,3,1.000,0,0,19:35
2018,CAR,DET,2018-02-02,Scott Darling,L,4,38,34,.895,0,0,59:51
2019,CAR,CGY,2019-02-03,Petr Mrazek,L,4,32,28,.875,0,0,58:11
2016,CAR,MTL,2016-02-07,Cam Ward,O,1,34,33,.971,0,0,65:00
2016,CAR,PIT,2016-02-12,Cam Ward,O,1,26,25,.962,0,0,65:00
2019,CAR,VEG,2019-02-01,Petr Mrazek,W,2,25,23,.920,0,0,60:00
2017,CAR,DAL,2017-02-11,Cam Ward,L,5,27,22,.815,0,0,60:00
2017,CAR,COL,2017-02-17,Cam Ward,O,2,37,35,.946,0,0,64:23
2018,CAR,MTL,2018-02-01,Cam Ward,W,0,27,27,1.000,1,0,60:00
2015,CAR,ANA,2015-02-12,Cam Ward,L,2,17,15,.882,0,0,58:24
2015,CAR,MIN,2015-02-14,Anton Khudobin,L,5,23,18,.783,0,0,58:44
2015,CAR,MIN,2015-02-14,Empty Net,,1,1,0,.000,0,0,
2018,CAR,OTT,2018-01-30,Cam Ward,W,1,30,29,.967,0,0,59:59
2015,CAR,SJS,2015-02-07,Cam Ward,W,4,27,23,.852,0,0,60:00
2017,CAR,NYI,2017-02-04,Cam Ward,W,4,37,33,.892,0,0,62:52
2016,CAR,WPG,2016-02-05,Cam Ward,W,3,36,33,.917,0,0,59:55
2017,CAR,WSH,2017-02-07,Eddie Lack,L,5,28,23,.821,0,0,59:49
2017,CAR,EDM,2017-02-03,Cam Ward,W,1,25,24,.960,0,0,60:00
2015,CAR,ANA,2015-02-03,Anton Khudobin,O,5,31,26,.839,0,0,60:45
2015,CAR,ARI,2015-02-05,Cam Ward,W,1,29,28,.966,0,0,65:00
2015,CAR,NYR,2015-01-31,Cam Ward,L,4,37,33,.892,0,0,60:00
2019,CAR,CGY,2019-01-22,Petr Mrazek,O,3,25,22,.880,0,0,59:36
2019,CAR,VAN,2019-01-23,Alex Nedeljkovic,W,2,26,24,.923,0,0,60:00
2016,CAR,CGY,2016-02-03,Eddie Lack,L,4,24,20,.833,0,0,60:00
2016,CAR,CHI,2016-01-26,Eddie Lack,W,0,26,26,1.000,1,0,59:47
2019,CAR,EDM,2019-01-20,Petr Mrazek,W,4,21,17,.810,0,0,60:00
2018,DET,CAR,2018-02-02,Petr Mrazek,W,1,37,36,.973,0,0,60:00
2018,CAR,MTL,2018-01-25,Cam Ward,W,5,31,26,.839,0,2,60:00
2019,CGY,CAR,2019-02-03,David Rittich,W,3,37,34,.919,0,0,60:00
2016,MTL,CAR,2016-02-07,Ben Scrivens,W,1,35,34,.971,0,0,65:00
2016,PIT,CAR,2016-02-12,Marc-Andre Fleury,W,1,30,29,.967,0,0,65:00
2019,VEG,CAR,2019-02-01,Maxime Lagace,L,4,31,27,.871,0,0,59:31
2019,VEG,CAR,2019-02-01,Empty Net,,1,1,0,.000,0,0,
2017,DAL,CAR,2017-02-11,Kari Lehtonen,W,2,24,22,.917,0,0,59:55
2017,COL,CAR,2017-02-17,Calvin Pickard,W,1,29,28,.966,0,0,64:23
2018,MTL,CAR,2018-02-01,Carey Price,L,2,30,28,.933,0,0,60:00
2015,ANA,CAR,2015-02-12,John Gibson,W,1,36,35,.972,0,0,60:00
2017,CAR,PHI,2017-01-31,Cam Ward,W,1,16,15,.938,0,0,59:46
2018,OTT,CAR,2018-01-30,Craig Anderson,L,2,39,37,.949,0,0,59:55
2015,MIN,CAR,2015-02-14,Devan Dubnyk,W,3,27,24,.889,0,0,59:53
2018,CAR,PIT,2018-01-23,Cam Ward,L,3,33,30,.909,0,2,57:24
2016,WPG,CAR,2016-02-05,Michael Hutchinson,L,2,23,21,.913,0,0,54:09
2015,SJS,CAR,2015-02-07,Antti Niemi,L,4,29,25,.862,0,0,59:18
2015,SJS,CAR,2015-02-07,Empty Net,,1,1,0,.000,0,0,
2017,WSH,CAR,2017-02-07,Braden Holtby,W,0,23,23,1.000,1,0,60:00
2017,NYI,CAR,2017-02-04,Jean-Francois Berube,O,5,25,20,.800,0,0,62:49
2017,EDM,CAR,2017-02-03,Cam Talbot,L,2,23,21,.913,0,0,58:36
2016,WPG,CAR,2016-02-05,Connor Hellebuyck,,3,6,3,.500,0,0,4:33
2015,ANA,CAR,2015-02-03,Frederik Andersen,W,4,32,28,.875,0,0,60:45
2015,ARI,CAR,2015-02-05,Mike Smith,O,1,41,40,.976,0,2,65:00
2019,CGY,CAR,2019-01-22,David Rittich,W,2,35,33,.943,0,0,60:15
2019,VAN,CAR,2019-01-23,Jacob Markstrom,L,5,34,29,.853,0,0,60:00
2016,CGY,CAR,2016-02-03,Karri Ramo,W,1,29,28,.966,0,0,60:00
2015,NYR,CAR,2015-01-31,Henrik Lundqvist,W,1,32,31,.969,0,0,60:00
2019,EDM,CAR,2019-01-20,Mikko Koskinen,L,3,18,15,.833,0,0,47:51
2016,CHI,CAR,2016-01-26,Scott Darling,,2,24,22,.917,0,0,40:00
2016,CHI,CAR,2016-01-26,Corey Crawford,L,3,16,13,.813,0,0,20:00
2019,EDM,CAR,2019-01-20,Cam Talbot,,3,15,12,.800,0,0,11:02
2019,EDM,CAR,2019-01-20,Empty Net,,1,1,0,.000,0,0,
2018,MTL,CAR,2018-01-25,Carey Price,L,6,29,23,.793,0,0,58:03
2017,PHI,CAR,2017-01-31,Steve Mason,L,5,28,23,.821,0,0,59:57
2018,PIT,CAR,2018-01-23,Casey DeSmith,W,1,35,34,.971,0,0,60:00
2017,CAR,WSH,2017-01-23,Cam Ward,L,6,25,19,.760,0,0,59:36
2017,CAR,LAK,2017-01-26,Cam Ward,L,2,28,26,.929,0,0,59:22
2017,CAR,LAK,2017-01-26,Empty Net,,1,1,0,.000,0,0,
2018,CAR,VEG,2018-01-21,Cam Ward,,2,25,23,.920,0,0,46:56
2015,CAR,STL,2015-01-30,Cam Ward,O,0,29,29,1.000,0,0,61:35
2015,CAR,STL,2015-01-30,Anton Khudobin,,2,3,1,.333,0,0,3:25
2019,CAR,OTT,2019-01-18,Petr Mrazek,L,4,26,22,.846,0,0,60:00
2018,CAR,VEG,2018-01-21,Scott Darling,L,3,8,5,.625,0,0,12:59
2016,CAR,CGY,2016-01-24,Eddie Lack,W,2,35,33,.943,0,0,60:00
2017,CAR,CBJ,2017-01-21,Michael Leighton,L,3,20,17,.850,0,0,57:18
2019,CAR,NYR,2019-01-15,Curtis McElhinney,L,6,28,22,.786,0,0,60:00
2015,CAR,TBL,2015-01-27,Anton Khudobin,W,2,30,28,.933,0,0,60:00
2018,CAR,DET,2018-01-20,Cam Ward,W,1,24,23,.958,0,0,59:38
2016,CAR,NYR,2016-01-22,Eddie Lack,L,4,32,28,.875,0,0,60:00
2019,CAR,NSH,2019-01-13,Petr Mrazek,W,3,23,20,.870,0,0,60:00
2019,CAR,BUF,2019-01-11,Curtis McElhinney,W,3,33,30,.909,0,0,59:41
2016,CAR,PIT,2016-01-17,Eddie Lack,L,5,32,27,.844,0,0,60:00
2017,CAR,PIT,2017-01-20,Cam Ward,L,7,41,34,.829,0,2,60:00
2018,CAR,CGY,2018-01-14,Scott Darling,L,4,30,26,.867,0,0,59:46
2015,CAR,OTT,2015-01-17,Anton Khudobin,W,2,32,30,.938,0,0,60:00
2018,CAR,WSH,2018-01-12,Cam Ward,L,4,27,23,.852,0,0,59:47
2018,CAR,WSH,2018-01-11,Scott Darling,W,1,28,27,.964,0,0,59:48
2016,CAR,VAN,2016-01-15,Cam Ward,O,3,22,19,.864,0,0,63:25
2019,CAR,TBL,2019-01-10,Petr Mrazek,L,2,29,27,.931,0,0,59:06
2019,CAR,TBL,2019-01-10,Empty Net,,1,1,0,.000,0,0,
2015,CAR,VAN,2015-01-16,Cam Ward,L,3,13,10,.769,0,0,40:00
2015,CAR,VAN,2015-01-16,Anton Khudobin,,0,4,4,1.000,0,0,20:00
2017,CAR,NYI,2017-01-14,Cam Ward,W,4,32,28,.875,0,0,60:00
2017,CAR,CBJ,2017-01-17,Alex Nedeljkovic,,0,17,17,1.000,0,2,29:57
2017,CAR,CBJ,2017-01-17,Cam Ward,L,4,19,15,.789,0,0,29:16
2016,CAR,TOR,2016-01-21,Eddie Lack,W,0,32,32,1.000,1,0,62:54
2017,WSH,CAR,2017-01-23,Braden Holtby,W,1,26,25,.962,0,0,59:53
2017,LAK,CAR,2017-01-26,Peter Budaj,W,0,22,22,1.000,1,0,59:59
2015,STL,CAR,2015-01-30,Jake Allen,W,2,28,26,.929,0,0,65:00
2019,OTT,CAR,2019-01-18,Anders Nilsson,W,1,34,33,.971,0,0,60:00
2018,VEG,CAR,2018-01-21,Marc-Andre Fleury,W,1,28,27,.964,0,0,60:00
2015,CAR,TOR,2015-01-19,Anton Khudobin,W,1,35,34,.971,0,0,59:39
2016,CGY,CAR,2016-01-24,Jonas Hiller,,2,17,15,.882,0,0,36:10
2017,CBJ,CAR,2017-01-21,Sergei Bobrovsky,W,2,37,35,.946,0,0,60:00
2019,NYR,CAR,2019-01-15,Henrik Lundqvist,W,2,36,34,.944,0,0,59:44
2015,TBL,CAR,2015-01-27,Ben Bishop,L,4,22,18,.818,0,0,57:34
2016,CGY,CAR,2016-01-24,Karri Ramo,L,3,19,16,.842,0,0,23:50
2018,DET,CAR,2018-01-20,Jimmy Howard,L,3,30,27,.900,0,0,58:15
2016,NYR,CAR,2016-01-22,Henrik Lundqvist,W,1,31,30,.968,0,0,60:00
