year,team,opp,date_game,player,decision,goals_against,shots_against,saves,save_pct,shutouts,pen_min,time_on_ice
2006,CAR,WSH,2006-03-25,Martin Gerber,L,3,21,18,.857,0,0,58:32
2009,CAR,NJD,2009-01-06,Cam Ward,W,2,28,26,.929,0,0,60:00
2013,CAR,BOS,2013-04-13,Justin Peters,W,2,30,28,.933,0,0,59:58
1999,CAR,TBL,1999-03-28,Arturs Irbe,T,3,34,31,.912,0,0,65:00
2013,CAR,PIT,2013-12-27,Justin Peters,O,4,26,22,.846,0,0,61:03
2001,CAR,ATL,2001-02-27,Arturs Irbe,T,1,44,43,.977,0,0,65:00
2007,CAR,PIT,2007-03-02,Cam Ward,W,2,24,22,.917,0,0,59:53
2011,CAR,NYR,2011-01-05,Cam Ward,O,2,35,33,.943,0,0,63:09
2009,CAR,PHI,2009-12-26,Cam Ward,O,3,36,33,.917,0,0,65:00
2008,CAR,WSH,2008-02-23,Cam Ward,W,3,34,31,.912,0,0,59:56
2003,CAR,PHI,2003-03-13,Patrick DesRochers,L,5,37,32,.865,0,0,59:13
2006,CAR,TOR,2006-03-21,Martin Gerber,L,3,29,26,.897,0,0,58:53
2001,CAR,WSH,2001-02-24,Arturs Irbe,L,2,30,28,.933,0,0,59:51
2008,CAR,NJD,2008-02-26,Cam Ward,W,1,24,23,.958,0,0,61:36
2004,CAR,CBJ,2004-03-02,Kevin Weekes,L,3,17,14,.824,0,0,59:57
2013,CAR,WSH,2013-04-11,Justin Peters,L,2,30,28,.933,0,0,58:40
2013,CAR,WSH,2013-04-11,Empty Net,,1,1,0,.000,0,0,
2003,LAK,CAR,2003-03-15,Cristobal Huet,T,0,30,30,1.000,1,0,64:57
2011,CAR,TOR,2011-12-29,Cam Ward,W,3,24,21,.875,0,0,63:09
2002,CHI,CAR,2002-03-05,Steve Passmore,L,2,17,15,.882,0,2,61:36
2009,FLA,CAR,2009-01-08,Tomas Vokoun,W,2,33,31,.939,0,0,60:00
2008,TBL,CAR,2008-03-01,Mike Smith,L,5,33,28,.848,0,2,60:00
2011,FLA,CAR,2011-01-07,Tomas Vokoun,L,4,34,30,.882,0,0,59:02
2011,TBL,CAR,2011-12-31,Mathieu Garon,W,2,26,24,.923,0,0,60:00
2008,NYR,CAR,2008-02-28,Henrik Lundqvist,W,2,28,26,.929,0,0,60:00
2011,FLA,CAR,2011-01-07,Empty Net,,1,1,0,.000,0,0,
2001,NYI,CAR,2001-03-01,Rick DiPietro,L,3,27,24,.889,0,0,58:22
2007,ATL,CAR,2007-03-04,Kari Lehtonen,W,1,36,35,.972,0,0,59:48
2009,WSH,CAR,2009-12-28,Jose Theodore,L,5,25,20,.800,0,0,59:14
2000,BUF,CAR,2000-03-27,Dominik Hasek,W,1,32,31,.969,0,0,60:00
2006,WSH,CAR,2006-03-25,Olaf Kolzig,W,1,34,33,.971,0,0,59:57
2009,WSH,CAR,2009-12-28,Empty Net,,1,1,0,.000,0,0,
2013,TOR,CAR,2013-12-29,Jonathan Bernier,W,2,43,41,.953,0,0,60:00
2004,ATL,CAR,2004-03-05,Pasi Nurminen,L,3,34,31,.912,0,0,64:56
1999,TBL,CAR,1999-03-28,Kevin Hodson,T,3,33,30,.909,0,0,64:47
2002,MTL,CAR,2002-03-02,Jose Theodore,L,4,41,37,.902,0,0,59:24
2013,PIT,CAR,2013-12-27,Marc-Andre Fleury,W,3,34,31,.912,0,0,61:03
2006,BUF,CAR,2006-03-22,Ryan Miller,L,4,25,21,.840,0,0,59:17
2009,NJD,CAR,2009-01-06,Scott Clemmensen,L,3,28,25,.893,0,0,56:00
2013,BOS,CAR,2013-04-13,Tuukka Rask,L,3,37,34,.919,0,0,59:44
2013,BOS,CAR,2013-04-13,Empty Net,,1,1,0,.000,0,0,
2001,ATL,CAR,2001-02-27,Norm Maracle,T,1,29,28,.966,0,0,65:00
2007,PIT,CAR,2007-03-02,Jocelyn Thibault,L,3,26,23,.885,0,0,58:52
2011,NYR,CAR,2011-01-05,Henrik Lundqvist,W,1,32,31,.969,0,0,63:02
2003,PHI,CAR,2003-03-13,Roman Cechmanek,W,3,15,12,.800,0,0,59:48
2006,TOR,CAR,2006-03-21,Mikael Tellqvist,W,2,35,33,.943,0,0,59:57
2001,WSH,CAR,2001-02-24,Olaf Kolzig,W,1,22,21,.955,0,0,59:53
2008,WSH,CAR,2008-02-23,Olaf Kolzig,L,6,42,36,.857,0,0,60:00
2004,CBJ,CAR,2004-03-02,Marc Denis,W,0,25,25,1.000,1,0,60:00
2013,WSH,CAR,2013-04-11,Braden Holtby,W,1,44,43,.977,0,0,60:00
2009,PHI,CAR,2009-12-26,Michael Leighton,W,3,40,37,.925,0,0,65:00
2008,NJD,CAR,2008-02-26,Martin Brodeur,O,2,36,34,.944,0,0,61:29
2011,TOR,CAR,2011-12-29,James Reimer,O,4,34,30,.882,0,0,62:57
2003,CAR,BUF,2003-03-12,Patrick DesRochers,W,2,34,32,.941,0,0,63:07
2003,CAR,CBJ,2003-03-10,Kevin Weekes,W,5,40,35,.875,0,0,60:00
1999,CAR,NYI,1999-03-24,Arturs Irbe,W,1,25,24,.960,0,0,59:38
2007,CAR,OTT,2007-02-28,Cam Ward,L,2,26,24,.923,0,0,58:35
2000,CAR,STL,2000-03-22,Arturs Irbe,L,2,29,27,.931,0,0,59:08
2008,CAR,ATL,2008-02-21,Cam Ward,W,3,28,25,.893,0,0,60:00
2011,CAR,PIT,2011-12-27,Justin Peters,L,4,52,48,.923,0,0,58:16
2013,CAR,PIT,2013-04-09,Justin Peters,L,4,32,28,.875,0,0,58:57
2013,CAR,PIT,2013-04-09,Empty Net,,1,1,0,.000,0,0,
1999,CAR,TOR,1999-03-26,Trevor Kidd,,4,24,20,.833,0,0,51:42
2009,CAR,TBL,2009-01-03,Cam Ward,W,2,19,17,.895,0,0,60:00
2011,CAR,FLA,2011-01-03,Cam Ward,O,4,28,24,.857,0,0,60:51
2004,CAR,MIN,2004-02-29,Arturs Irbe,T,3,28,25,.893,0,0,65:00
2009,CAR,MTL,2009-12-23,Manny Legace,,2,18,16,.889,0,0,50:28
2013,CAR,CBJ,2013-12-23,Justin Peters,L,4,25,21,.840,0,0,59:15
2000,CAR,NYI,2000-03-26,Arturs Irbe,W,1,10,9,.900,0,0,59:45
1999,CAR,TOR,1999-03-26,Arturs Irbe,L,3,3,0,.000,0,0,8:10
2002,CAR,TOR,2002-02-26,Arturs Irbe,L,3,24,21,.875,0,0,58:58
2002,CAR,TOR,2002-02-26,Empty Net,,1,1,0,.000,0,0,
2009,CAR,MTL,2009-12-23,Cam Ward,L,3,7,4,.571,0,0,9:32
2003,CAR,MIN,2003-03-07,Kevin Weekes,W,0,22,22,1.000,1,0,59:56
2007,CAR,OTT,2007-02-27,John Grahame,L,3,34,31,.912,0,0,58:54
2007,CAR,OTT,2007-02-27,Empty Net,,1,1,0,.000,0,0,
2006,CAR,MTL,2006-03-16,Martin Gerber,W,1,29,28,.966,0,0,60:00
2001,CAR,NJD,2001-02-23,Arturs Irbe,W,2,28,26,.929,0,0,60:00
2008,CAR,NJD,2008-02-18,John Grahame,L,5,31,26,.839,0,0,59:51
2009,CAR,STL,2009-01-02,Cam Ward,W,1,31,30,.968,0,0,60:00
2011,CAR,NJD,2011-01-01,Cam Ward,W,3,28,25,.893,0,0,60:00
2011,CAR,NJD,2011-12-26,Cam Ward,W,2,25,23,.920,0,0,60:00
1999,CAR,STL,1999-03-22,Arturs Irbe,L,5,27,22,.815,0,0,60:00
2002,CAR,BOS,2002-02-28,Arturs Irbe,W,2,18,16,.889,0,0,60:00
2006,CAR,BOS,2006-03-18,Cam Ward,L,4,33,29,.879,0,0,58:26
2002,CAR,SJS,2002-02-10,Tom Barrasso,L,4,27,23,.852,0,0,59:56
2000,CAR,NJD,2000-03-21,Arturs Irbe,W,0,22,22,1.000,1,0,60:00
2003,CAR,PIT,2003-03-06,Kevin Weekes,W,0,21,21,1.000,1,0,59:57
2008,CAR,BOS,2008-02-19,Cam Ward,O,2,38,36,.947,0,0,64:42
2004,CAR,MTL,2004-02-28,Kevin Weekes,L,1,32,31,.969,0,0,63:38
2004,CAR,WSH,2004-02-25,Arturs Irbe,W,1,19,18,.947,0,2,59:49
2003,BUF,CAR,2003-03-12,Martin Biron,L,3,34,31,.912,0,0,63:40
2003,CBJ,CAR,2003-03-10,Jean-Francois Labbe,L,3,15,12,.800,0,0,42:09
1999,NYI,CAR,1999-03-24,Wade Flaherty,L,2,29,27,.931,0,0,59:20
2007,OTT,CAR,2007-02-28,Ray Emery,W,0,27,27,1.000,1,0,59:56
2003,CBJ,CAR,2003-03-10,Marc Denis,,3,9,6,.667,0,0,17:00
2008,ATL,CAR,2008-02-21,Kari Lehtonen,L,5,46,41,.891,0,0,58:51
2011,PIT,CAR,2011-12-27,Marc-Andre Fleury,W,2,18,16,.889,0,0,59:47
2000,STL,CAR,2000-03-22,Roman Turek,W,1,19,18,.947,0,0,60:00
2004,MIN,CAR,2004-02-29,Manny Fernandez,T,3,28,25,.893,0,0,64:54
2013,CBJ,CAR,2013-12-23,Mike McKenna,W,3,33,30,.909,0,0,59:57
2013,PIT,CAR,2013-04-09,Marc-Andre Fleury,W,3,28,25,.893,0,0,59:55
1999,TOR,CAR,1999-03-26,Curtis Joseph,W,2,25,23,.920,0,0,60:00
2009,TBL,CAR,2009-01-03,Mike Smith,L,3,28,25,.893,0,0,58:31
2011,FLA,CAR,2011-01-03,Scott Clemmensen,W,3,37,34,.919,0,0,61:16
2000,NYI,CAR,2000-03-26,Kevin Weekes,L,4,49,45,.918,0,0,60:00
2003,MIN,CAR,2003-03-07,Dwayne Roloson,L,1,25,24,.960,0,0,59:41
2002,TOR,CAR,2002-02-26,Curtis Joseph,W,1,27,26,.963,0,0,51:38
2002,TOR,CAR,2002-02-26,Corey Schwab,,0,4,4,1.000,0,0,8:22
2001,NJD,CAR,2001-02-23,Martin Brodeur,L,3,22,19,.864,0,0,58:50
2007,OTT,CAR,2007-02-27,Martin Gerber,W,2,25,23,.920,0,0,60:00
2009,MTL,CAR,2009-12-23,Jaroslav Halak,W,1,47,46,.979,0,0,59:52
2006,MTL,CAR,2006-03-16,David Aebischer,L,5,41,36,.878,0,0,60:00
2009,STL,CAR,2009-01-02,Chris Mason,L,2,28,26,.929,0,0,59:05
2006,BOS,CAR,2006-03-18,Tim Thomas,W,2,40,38,.950,0,2,59:50
2008,NJD,CAR,2008-02-18,Martin Brodeur,W,1,22,21,.955,0,0,60:00
2009,STL,CAR,2009-01-02,Manny Legace,,0,1,1,1.000,0,0,0:28
2011,NJD,CAR,2011-12-26,Johan Hedberg,L,3,33,30,.909,0,0,59:03
2002,BOS,CAR,2002-02-28,John Grahame,L,6,31,25,.806,0,0,59:54
2002,SJS,CAR,2002-02-10,Evgeni Nabokov,W,0,24,24,1.000,1,0,59:55
2011,NJD,CAR,2011-01-01,Johan Hedberg,L,3,18,15,.833,0,0,52:00
2011,NJD,CAR,2011-12-26,Empty Net,,1,1,0,.000,0,0,
2000,NJD,CAR,2000-03-21,Chris Terreri,L,5,37,32,.865,0,0,60:00
1999,STL,CAR,1999-03-22,Grant Fuhr,W,2,22,20,.909,0,0,60:00
2003,PIT,CAR,2003-03-06,Sebastien Caron,L,3,16,13,.813,0,0,40:00
2008,BOS,CAR,2008-02-19,Tim Thomas,W,2,47,45,.957,0,0,65:00
2011,NJD,CAR,2011-01-01,Martin Brodeur,,3,7,4,.571,0,0,8:00
2003,PIT,CAR,2003-03-06,Johan Hedberg,,1,9,8,.889,0,0,20:00
2004,MTL,CAR,2004-02-28,Jose Theodore,W,0,18,18,1.000,1,0,63:10
2004,WSH,CAR,2004-02-25,Sebastien Charpentier,L,2,33,31,.939,0,0,58:39
2013,CAR,BOS,2013-04-08,Dan Ellis,L,4,32,28,.875,0,0,51:59
2009,CAR,NYR,2009-12-21,Cam Ward,L,2,30,28,.933,0,0,59:29
2013,CAR,BOS,2013-04-08,Justin Peters,\,2,4,2,.500,0,0,7:58
2009,CAR,NYR,2009-12-21,Empty Net,,1,1,0,.000,0,0,
2013,CAR,TBL,2013-12-21,Justin Peters,O,3,50,47,.940,0,0,62:16
2006,CAR,NYR,2006-03-14,Martin Gerber,W,3,44,41,.932,0,0,60:00
2007,CAR,PHI,2007-02-22,John Grahame,W,2,35,33,.943,0,0,60:13
2000,CAR,MTL,2000-03-18,Arturs Irbe,L,3,27,24,.889,0,0,58:56
1999,CAR,DAL,1999-03-21,Arturs Irbe,L,3,17,14,.824,0,0,60:32
2001,CAR,ATL,2001-02-21,Arturs Irbe,W,3,31,28,.903,0,0,60:00
2007,CAR,ATL,2007-02-24,John Grahame,W,1,29,28,.966,0,0,59:53
2003,CAR,WSH,2003-03-02,Kevin Weekes,L,2,29,27,.931,0,0,58:50
2000,CAR,WSH,2000-03-17,Arturs Irbe,L,4,24,20,.833,0,0,59:04
2003,CAR,BOS,2003-03-04,Arturs Irbe,L,4,30,26,.867,0,0,58:21
2002,CAR,MDA,2002-02-08,Tom Barrasso,W,1,20,19,.950,0,0,60:00
2008,CAR,FLA,2008-02-16,Cam Ward,,3,13,10,.769,0,0,33:23
1999,CAR,COL,1999-03-18,Trevor Kidd,L,3,34,31,.912,0,0,59:09
2008,CAR,FLA,2008-02-16,John Grahame,W,1,11,10,.909,0,0,26:37
2008,CAR,PIT,2008-02-14,Cam Ward,W,2,22,20,.909,0,0,60:00
2011,CAR,OTT,2011-12-23,Cam Ward,W,1,23,22,.957,0,0,61:36
2010,CAR,OTT,2010-12-29,Cam Ward,W,0,37,37,1.000,1,0,60:00
2008,CAR,ATL,2008-12-31,Cam Ward,W,1,21,20,.952,0,0,60:00
2007,CAR,ATL,2007-02-20,Cam Ward,L,3,23,20,.870,0,0,58:57
2007,CAR,MTL,2007-02-17,Cam Ward,W,3,45,42,.933,0,2,60:00
2004,CAR,TOR,2004-02-23,Kevin Weekes,W,1,29,28,.966,0,0,60:00
2009,CAR,FLA,2009-12-19,Cam Ward,W,2,30,28,.933,0,0,60:00
2013,CAR,WSH,2013-12-20,Cam Ward,L,3,28,25,.893,0,0,58:58
2013,CAR,WSH,2013-12-20,Empty Net,,1,1,0,.000,0,0,
2006,NYR,CAR,2006-03-14,Kevin Weekes,L,4,28,24,.857,0,0,58:41
2006,NYR,CAR,2006-03-14,Empty Net,,1,1,0,.000,0,0,
2013,CAR,NYR,2013-04-06,Dan Ellis,L,3,30,27,.900,0,0,39:20
2013,CAR,NYR,2013-04-06,Justin Peters,\,0,8,8,1.000,0,0,18:30
2013,BOS,CAR,2013-04-08,Tuukka Rask,W,2,42,40,.952,0,0,60:00
2009,NYR,CAR,2009-12-21,Henrik Lundqvist,W,1,33,32,.970,0,0,60:00
2013,TBL,CAR,2013-12-21,Ben Bishop,W,2,27,25,.926,0,0,62:15
2001,CAR,PHI,2001-02-19,Tyler Moss,,2,13,11,.846,0,0,39:57
2008,CAR,BOS,2008-02-12,Cam Ward,W,2,34,32,.941,0,0,60:00
2000,CAR,ATL,2000-03-12,Arturs Irbe,W,1,21,20,.952,0,0,59:53
1999,CAR,PHX,1999-03-15,Arturs Irbe,,4,22,18,.818,0,0,34:13
1999,CAR,PHX,1999-03-15,Trevor Kidd,T,1,20,19,.950,0,0,30:42
2013,CAR,NYR,2013-04-06,Empty Net,,1,1,0,.000,0,0,
2007,PHI,CAR,2007-02-22,Antero Niittymaki,O,3,30,27,.900,0,0,60:11
2000,MTL,CAR,2000-03-18,Jeff Hackett,W,2,35,33,.943,0,0,60:00
1999,DAL,CAR,1999-03-21,Ed Belfour,W,2,28,26,.929,0,0,60:44
2001,CAR,PHI,2001-02-19,Arturs Irbe,L,2,12,10,.833,0,0,19:51
2002,CAR,LAK,2002-02-07,Arturs Irbe,L,2,28,26,.929,0,0,59:26
2008,CAR,BOS,2008-12-27,Cam Ward,L,3,21,18,.857,0,0,58:59
2008,CAR,BOS,2008-12-27,Empty Net,,1,1,0,.000,0,0,
2003,CAR,TOR,2003-03-01,Arturs Irbe,L,4,30,26,.867,0,0,60:00
2000,CAR,EDM,2000-03-15,Arturs Irbe,T,2,39,37,.949,0,0,65:00
2006,CAR,FLA,2006-03-11,Martin Gerber,O,4,30,26,.867,0,0,61:14
2001,ATL,CAR,2001-02-21,Damian Rhodes,L,6,35,29,.829,0,0,59:55
2007,ATL,CAR,2007-02-24,Kari Lehtonen,L,3,27,24,.889,0,0,58:03
2010,CAR,TOR,2010-12-28,Cam Ward,W,3,37,34,.919,0,0,60:00
1999,CAR,CGY,1999-03-12,Arturs Irbe,W,1,31,30,.968,0,2,60:00
2007,ATL,CAR,2007-02-24,Empty Net,,1,1,0,.000,0,0,
2003,WSH,CAR,2003-03-02,Olaf Kolzig,W,0,21,21,1.000,1,0,59:53
2000,WSH,CAR,2000-03-17,Olaf Kolzig,W,2,33,31,.939,0,0,60:00
2003,BOS,CAR,2003-03-04,Jeff Hackett,W,2,34,32,.941,0,0,60:00
2002,MDA,CAR,2002-02-08,Jean-Sebastien Giguere,L,4,28,24,.857,0,0,60:00
1999,COL,CAR,1999-03-18,Patrick Roy,W,2,29,27,.931,0,0,60:00
2008,FLA,CAR,2008-02-16,Tomas Vokoun,L,5,32,27,.844,0,0,59:13
2008,PIT,CAR,2008-02-14,Dany Sabourin,L,4,46,42,.913,0,2,58:51
2011,OTT,CAR,2011-12-23,Craig Anderson,O,2,38,36,.947,0,0,61:36
2010,OTT,CAR,2010-12-29,Brian Elliott,L,4,31,27,.871,0,0,60:00
2008,ATL,CAR,2008-12-31,Kari Lehtonen,L,3,28,25,.893,0,0,59:21
2007,ATL,CAR,2007-02-20,Johan Hedberg,W,1,34,33,.971,0,0,60:00
2007,MTL,CAR,2007-02-17,David Aebischer,L,4,31,27,.871,0,0,59:20
2007,MTL,CAR,2007-02-17,Empty Net,,1,1,0,.000,0,0,
2004,TOR,CAR,2004-02-23,Mikael Tellqvist,L,2,29,27,.931,0,0,58:33
2009,FLA,CAR,2009-12-19,Scott Clemmensen,L,3,24,21,.875,0,0,59:02
2013,WSH,CAR,2013-12-20,Philipp Grubauer,W,2,41,39,.951,0,0,60:00
2001,PHI,CAR,2001-02-19,Roman Cechmanek,W,0,21,21,1.000,1,0,59:34
2008,BOS,CAR,2008-02-12,Alex Auld,L,3,23,20,.870,0,0,58:53
2008,BOS,CAR,2008-12-27,Tim Thomas,W,2,31,29,.935,0,0,59:58
2003,TOR,CAR,2003-03-01,Trevor Kidd,W,1,21,20,.952,0,0,60:00
2000,ATL,CAR,2000-03-12,Damian Rhodes,L,5,32,27,.844,0,0,60:00
2013,NYR,CAR,2013-04-06,Henrik Lundqvist,W,1,49,48,.980,0,0,60:00
2002,LAK,CAR,2002-02-07,Felix Potvin,W,1,18,17,.944,0,0,60:00
1999,PHX,CAR,1999-03-15,Nikolai Khabibulin,T,5,29,24,.828,0,0,65:00
2000,EDM,CAR,2000-03-15,Tommy Salo,T,2,25,23,.920,0,0,65:00
2006,FLA,CAR,2006-03-11,Roberto Luongo,W,3,42,39,.929,0,0,61:01
2010,TOR,CAR,2010-12-28,Jonas Gustavsson,L,4,27,23,.852,0,0,58:21
1999,CGY,CAR,1999-03-12,Ken Wregget,L,2,24,22,.917,0,0,59:20
2013,CAR,TBL,2013-04-04,Dan Ellis,L,5,30,25,.833,0,0,60:00
2009,CAR,FLA,2009-12-18,Cam Ward,L,5,26,21,.808,0,0,44:47
2011,CAR,PHX,2011-12-21,Cam Ward,L,4,19,15,.789,0,0,58:53
2004,CAR,BOS,2004-02-21,Kevin Weekes,T,3,28,25,.893,0,0,65:00
2004,CAR,TOR,2004-02-19,Kevin Weekes,L,2,22,20,.909,0,0,62:18
2009,CAR,FLA,2009-12-18,Manny Legace,,1,2,1,.500,0,0,15:13
2013,CAR,PHX,2013-12-14,Justin Peters,W,1,38,37,.974,0,0,60:00
2000,CAR,CHI,2000-03-08,Arturs Irbe,W,1,18,17,.944,0,0,60:00
1999,CAR,PIT,1999-03-10,Arturs Irbe,L,3,26,23,.885,0,0,62:42
2006,CAR,FLA,2006-03-10,Martin Gerber,L,4,38,34,.895,0,0,58:55
2006,CAR,FLA,2006-03-10,Empty Net,,1,1,0,.000,0,0,
2007,CAR,NYR,2007-02-15,Cam Ward,L,4,27,23,.852,0,0,59:59
2001,CAR,PHX,2001-02-16,Tyler Moss,L,1,17,16,.941,0,0,59:34
2001,CAR,PHX,2001-02-16,Empty Net,,1,1,0,.000,0,0,
1999,CAR,BUF,1999-03-08,Arturs Irbe,W,1,32,31,.969,0,2,60:00
2001,CAR,BOS,2001-02-18,Arturs Irbe,W,4,35,31,.886,0,0,59:54
2002,CAR,PIT,2002-02-05,Arturs Irbe,T,3,31,28,.903,0,0,65:00
2004,CAR,NJD,2004-02-14,Kevin Weekes,L,4,26,22,.846,0,0,59:59
2000,CAR,BOS,2000-03-10,Arturs Irbe,L,4,23,19,.826,0,2,57:41
2000,CAR,BOS,2000-03-10,Mark Fitzpatrick,,0,0,0,,0,0,1:09
2000,CAR,BOS,2000-03-10,Empty Net,,1,1,0,.000,0,0,
2010,CAR,WSH,2010-12-26,Cam Ward,L,3,30,27,.900,0,0,58:39
2011,CAR,FLA,2011-12-18,Cam Ward,O,3,25,22,.880,0,0,63:08
2009,CAR,DAL,2009-12-16,Cam Ward,W,3,27,24,.889,0,0,59:58
2013,CAR,CGY,2013-12-12,Justin Peters,O,2,30,28,.933,0,0,64:53
2008,CAR,ATL,2008-12-26,Cam Ward,W,4,31,27,.871,0,0,60:00
2003,CAR,PHX,2003-02-26,Arturs Irbe,L,4,19,15,.789,0,0,58:52
2008,CAR,NJD,2008-02-09,Cam Ward,L,6,20,14,.700,0,0,34:41
2008,CAR,NJD,2008-02-09,John Grahame,,0,6,6,1.000,0,0,25:19
2004,CAR,FLA,2004-02-16,Kevin Weekes,W,1,21,20,.952,0,0,59:40
2008,CAR,MIN,2008-12-23,Michael Leighton,L,3,23,20,.870,0,0,59:05
2013,CAR,EDM,2013-12-10,Cam Ward,O,5,29,24,.828,0,0,61:48
2001,CAR,DET,2001-02-14,Arturs Irbe,L,4,35,31,.886,0,0,62:51
2008,CAR,NSH,2008-02-05,Cam Ward,L,1,34,33,.971,0,0,59:11
2013,CAR,WSH,2013-04-02,Justin Peters,L,2,12,10,.833,0,0,33:44
2013,CAR,WSH,2013-04-02,Dan Ellis,\,3,7,4,.571,0,0,24:26
2010,CAR,MTL,2010-12-23,Cam Ward,L,3,29,26,.897,0,0,58:59
2011,CAR,VAN,2011-12-15,Cam Ward,W,3,36,33,.917,0,0,59:44
2006,CAR,PHI,2006-03-08,Martin Gerber,O,2,35,33,.943,0,0,65:00
2013,TBL,CAR,2013-04-04,Ben Bishop,W,0,45,45,1.000,1,0,59:43
2004,BOS,CAR,2004-02-21,Andrew Raycroft,T,3,37,34,.919,0,0,64:57
2008,CAR,WSH,2008-02-08,Cam Ward,W,1,34,33,.971,0,0,60:00
2013,PHX,CAR,2013-12-14,Mike Smith,L,2,32,30,.938,0,0,59:05
2011,PHX,CAR,2011-12-21,Jason LaBarbera,W,3,37,34,.919,0,0,60:00
2004,TOR,CAR,2004-02-19,Mikael Tellqvist,W,1,35,34,.971,0,0,62:18
2009,FLA,CAR,2009-12-18,Tomas Vokoun,W,3,35,32,.914,0,0,60:00
2013,PHX,CAR,2013-12-14,Empty Net,,1,1,0,.000,0,0,
2000,CHI,CAR,2000-03-08,Jocelyn Thibault,L,3,31,28,.903,0,0,58:09
2000,CHI,CAR,2000-03-08,Empty Net,,1,1,0,.000,0,0,
1999,PIT,CAR,1999-03-10,Peter Skudra,W,2,21,19,.905,0,0,62:45
2006,FLA,CAR,2006-03-10,Roberto Luongo,W,3,27,24,.889,0,0,60:00
2002,PIT,CAR,2002-02-05,Johan Hedberg,T,3,40,37,.925,0,0,65:00
2007,NYR,CAR,2007-02-15,Henrik Lundqvist,W,1,24,23,.958,0,0,60:00
2004,NJD,CAR,2004-02-14,Martin Brodeur,W,1,15,14,.933,0,0,60:00
2001,PHX,CAR,2001-02-16,Robert Esche,W,0,33,33,1.000,1,0,60:00
2001,BOS,CAR,2001-02-18,John Grahame,L,4,24,20,.833,0,0,59:20
2001,BOS,CAR,2001-02-18,Empty Net,,1,1,0,.000,0,0,
2011,FLA,CAR,2011-12-18,Jose Theodore,W,2,26,24,.923,0,0,63:08
2000,BOS,CAR,2000-03-10,John Grahame,W,3,31,28,.903,0,0,60:00
2013,CGY,CAR,2013-12-12,Karri Ramo,W,1,30,29,.967,0,0,64:29
1999,BUF,CAR,1999-03-08,Dwayne Roloson,L,4,27,23,.852,0,0,32:32
1999,BUF,CAR,1999-03-08,Martin Biron,,0,7,7,1.000,0,0,27:28
2010,WSH,CAR,2010-12-26,Semyon Varlamov,W,2,35,33,.943,0,0,59:58
2009,DAL,CAR,2009-12-16,Marty Turco,L,4,28,24,.857,0,0,58:27
2009,DAL,CAR,2009-12-16,Empty Net,,1,1,0,.000,0,0,
2008,ATL,CAR,2008-12-26,Johan Hedberg,L,5,39,34,.872,0,0,58:47
2008,NJD,CAR,2008-02-09,Martin Brodeur,W,1,23,22,.957,0,0,60:00
2004,FLA,CAR,2004-02-16,Roberto Luongo,L,2,22,20,.909,0,0,58:23
2004,FLA,CAR,2004-02-16,Empty Net,,1,1,0,.000,0,0,
2008,MIN,CAR,2008-12-23,Niklas Backstrom,W,2,37,35,.946,0,0,60:00
2003,PHX,CAR,2003-02-26,Sean Burke,W,2,36,34,.944,0,0,60:00
2013,EDM,CAR,2013-12-10,Devan Dubnyk,W,4,28,24,.857,0,0,61:48
2001,DET,CAR,2001-02-14,Chris Osgood,W,3,41,38,.927,0,0,62:36
2008,NSH,CAR,2008-02-05,Chris Mason,W,0,31,31,1.000,1,0,60:00
2013,WSH,CAR,2013-04-02,Braden Holtby,W,3,34,31,.912,0,0,60:00
2010,MTL,CAR,2010-12-23,Carey Price,W,2,24,22,.917,0,0,60:00
2011,VAN,CAR,2011-12-15,Cory Schneider,L,4,41,37,.902,0,0,59:21
2006,PHI,CAR,2006-03-08,Antero Niittymaki,W,2,31,29,.935,0,0,64:36
2008,WSH,CAR,2008-02-08,Brent Johnson,L,2,23,21,.913,0,0,59:11
2009,CAR,OTT,2009-12-12,Manny Legace,L,3,38,35,.921,0,0,59:47
2009,CAR,OTT,2009-12-12,Empty Net,,1,1,0,.000,0,0,
2013,CAR,VAN,2013-12-09,Justin Peters,L,1,25,24,.960,0,0,59:46
2013,CAR,VAN,2013-12-09,Empty Net,,1,1,0,.000,0,0,
2001,CAR,MDA,2001-02-11,Arturs Irbe,T,2,34,32,.941,0,0,65:00
2006,CAR,NYR,2006-03-06,Martin Gerber,W,1,38,37,.974,0,0,60:00
2013,CAR,MTL,2013-04-01,Justin Peters,L,3,28,25,.893,0,0,58:54
2013,CAR,MTL,2013-04-01,Empty Net,,1,1,0,.000,0,0,
2007,CAR,MIN,2007-02-10,John Grahame,L,2,21,19,.905,0,0,49:34
2004,CAR,WSH,2004-02-12,Kevin Weekes,T,3,21,18,.857,0,0,64:57
2007,CAR,MIN,2007-02-10,Cam Ward,,3,8,5,.625,0,0,10:05
2003,CAR,TBL,2003-02-21,Kevin Weekes,T,2,36,34,.944,0,0,64:46
2003,CAR,BOS,2003-02-19,Kevin Weekes,T,1,27,26,.963,0,0,65:00
2000,CAR,PHX,2000-03-01,Mark Fitzpatrick,L,3,23,20,.870,0,0,45:56
2000,CAR,PHX,2000-03-01,Arturs Irbe,,3,12,9,.750,0,0,13:21
2000,CAR,PHX,2000-03-01,Empty Net,,1,1,0,.000,0,0,
2008,CAR,TOR,2008-01-31,Cam Ward,W,2,26,24,.923,0,0,63:10
